service_date,trip_distance,fare_amount_sek,total_amount_sek,payment_type,passenger_count
2023-06-23,0.61,523.44,566.35,Cash,1
2023-06-14,14.62,2204.49,2487.23,Credit Card,1
2023-06-18,21.9,3077.42,3486.19,Credit Card,4
2023-06-03,16.1,2381.65,2682.99,Cash,4
2023-06-22,1.74,659.23,726.44,Credit Card,3
2023-06-29,9.17,1550.0,1555.53,Mobile Payment,3
2023-06-06,5.35,1091.47,1320.76,Mobile Payment,2
2023-06-07,5.56,1117.49,1378.05,Mobile Payment,2
2023-06-09,3.36,852.69,1038.7,Credit Card,2
2023-06-20,16.66,2449.26,2876.9,Credit Card,3
2023-06-21,19.51,2790.94,2831.62,Mobile Payment,2
2023-06-22,3.97,926.85,1030.21,Cash,2
2023-06-22,21.7,3054.14,3609.07,Cash,1
2023-06-10,8.43,1462.2,1498.01,Credit Card,2
2023-06-07,16.27,2402.44,2978.78,Cash,4
2023-06-25,22.95,3203.91,3571.64,Mobile Payment,3
2023-06-30,22.28,3123.73,3155.05,Mobile Payment,3
2023-06-11,11.88,1875.6,2170.21,Mobile Payment,1
2023-06-09,3.6,881.8,927.3,Credit Card,2
2023-06-10,14.1,2141.61,2551.69,Mobile Payment,4
2023-06-15,20.75,2940.2,3498.53,Credit Card,3
2023-06-25,11.93,1881.76,2145.06,Mobile Payment,4
2023-06-26,15.48,2307.57,2587.12,Cash,3
2023-06-13,8.54,1474.22,1699.54,Credit Card,2
2023-06-07,1.42,620.53,720.91,Credit Card,1
2023-06-04,13.81,2107.69,2483.58,Mobile Payment,1
2023-06-16,11.92,1880.21,2183.6,Mobile Payment,3
2023-06-22,12.68,1971.91,2336.73,Cash,4
2023-06-30,12.69,1972.21,2170.26,Mobile Payment,2
2023-06-04,2.02,692.66,739.72,Mobile Payment,4
2023-06-10,16.55,2436.51,2499.0,Mobile Payment,3
2023-06-08,16.15,2388.05,2572.66,Mobile Payment,4
2023-06-03,7.28,1323.8,1387.57,Cash,3
2023-06-13,23.29,3245.19,3274.86,Mobile Payment,4
2023-06-22,17.66,2568.87,3003.45,Mobile Payment,4
2023-06-03,12.33,1929.75,2384.7,Credit Card,3
2023-07-01,11.89,1877.24,2106.47,Cash,4
2023-06-05,3.13,825.08,989.59,Mobile Payment,3
2023-06-12,1.65,648.5,765.36,Mobile Payment,4
2023-06-06,18.15,2628.37,3010.73,Credit Card,4
2023-06-14,22.55,3156.19,3181.37,Cash,4
2023-06-06,20.09,2861.23,3363.81,Credit Card,2
2023-06-24,16.29,2404.52,2555.16,Cash,4
2023-06-27,5.63,1125.44,1272.36,Credit Card,4
2023-06-04,3.91,919.1,962.62,Credit Card,2
2023-06-19,9.31,1567.03,1665.84,Mobile Payment,4
2023-06-14,11.44,1822.28,2082.5,Cash,1
2023-06-16,13.81,2107.57,2354.73,Mobile Payment,1
2023-06-21,22.88,3195.38,3575.02,Cash,3
2023-06-07,23.92,3320.29,4032.67,Credit Card,2
2023-06-17,2.66,768.81,803.44,Mobile Payment,1
2023-06-21,4.03,933.83,1136.94,Cash,3
2023-06-18,20.06,2856.88,3365.02,Credit Card,4
2023-06-24,5.72,1136.54,1158.71,Mobile Payment,2
2023-06-08,24.47,3386.38,3835.66,Cash,2
2023-06-15,11.02,1772.0,1919.42,Credit Card,1
2023-06-21,21.52,3032.38,3112.76,Mobile Payment,3
2023-06-18,16.35,2412.13,2652.41,Credit Card,4
2023-06-20,19.48,2787.51,2933.66,Credit Card,4
2023-06-09,15.67,2330.99,2816.9,Credit Card,4
2023-06-03,19.23,2757.47,3019.91,Credit Card,3
2023-06-26,2.31,727.17,906.16,Credit Card,2
2023-06-25,15.74,2338.78,2645.85,Mobile Payment,2
2023-06-21,0.83,549.49,637.31,Credit Card,1
2023-06-17,14.36,2173.04,2513.49,Credit Card,2
2023-06-11,3.82,908.99,1080.76,Cash,4
2023-06-06,17.28,2523.83,2880.17,Credit Card,1
2023-06-29,11.6,1842.27,1851.47,Credit Card,1
2023-06-29,0.81,547.3,606.77,Cash,4
2023-06-16,0.84,550.56,575.1,Mobile Payment,1
2023-06-07,19.32,2768.82,3061.43,Mobile Payment,4
2023-06-14,14.29,2165.05,2579.72,Mobile Payment,3
2023-06-28,22.44,3143.18,3437.42,Mobile Payment,1
2023-06-08,14.99,2248.91,2386.03,Cash,1
2023-06-23,14.6,2202.35,2596.37,Cash,4
2023-06-02,10.16,1669.46,2076.11,Credit Card,3
2023-06-14,9.61,1603.64,1645.66,Mobile Payment,2
2023-06-22,5.05,1056.54,1226.13,Mobile Payment,1
2023-06-29,17.49,2548.34,3034.04,Mobile Payment,3
2023-06-17,5.77,1142.68,1287.07,Credit Card,3
2023-06-25,5.13,1065.09,1232.12,Mobile Payment,3
2023-06-11,1.44,622.94,703.22,Cash,1
2023-06-25,8.27,1442.2,1597.92,Credit Card,1
2023-06-21,17.1,2502.14,3099.11,Credit Card,2
2023-06-18,1.04,574.99,576.48,Credit Card,1
2023-06-26,8.19,1432.65,1570.77,Mobile Payment,3
2023-06-15,1.96,685.69,842.01,Credit Card,3
2023-06-05,13.99,2128.97,2585.28,Mobile Payment,2
2023-06-30,12.74,1978.63,2029.35,Credit Card,4
2023-06-27,13.5,2070.54,2264.39,Credit Card,4
2023-06-24,19.56,2797.37,3126.81,Credit Card,2
2023-06-24,9.1,1541.58,1764.98,Cash,1
2023-06-04,10.4,1698.0,2002.47,Credit Card,3
2023-06-10,2.91,798.76,907.17,Mobile Payment,2
2023-06-24,14.97,2246.52,2641.76,Mobile Payment,1
2023-06-07,0.63,525.85,616.14,Credit Card,4
2023-06-07,3.11,822.68,964.73,Credit Card,3
2023-06-07,16.27,2402.92,2737.48,Credit Card,1
2023-06-22,4.41,978.91,1083.99,Cash,2
2023-06-16,1.32,608.65,653.11,Cash,3
2023-06-03,8.25,1440.36,1636.53,Credit Card,1
2023-06-29,5.01,1051.0,1165.58,Cash,2
2023-06-09,18.8,2705.78,3187.0,Credit Card,3
2023-06-09,10.92,1760.54,2006.91,Credit Card,3
2023-06-12,16.86,2473.45,2933.92,Cash,1
2023-06-09,6.76,1261.2,1515.17,Credit Card,1
2023-06-14,22.05,3096.39,3444.56,Mobile Payment,1
2023-06-21,17.56,2556.89,2886.55,Credit Card,1
2023-06-08,5.98,1167.37,1391.71,Credit Card,1
2023-06-26,24.71,3415.49,3467.77,Credit Card,1
2023-06-04,9.78,1623.81,1722.29,Credit Card,4
2023-06-30,20.18,2871.26,3574.9,Cash,2
2023-06-13,2.05,696.55,738.01,Cash,2
2023-06-13,5.95,1164.57,1389.4,Credit Card,4
2023-06-11,11.71,1855.04,1941.92,Mobile Payment,1
2023-06-16,8.08,1419.17,1749.64,Cash,4
2023-06-22,16.76,2461.66,2620.91,Cash,3
2023-06-09,12.98,2007.67,2226.08,Mobile Payment,1
2023-06-19,4.99,1049.34,1082.83,Cash,4
2023-06-07,17.46,2545.58,2552.03,Credit Card,2
2023-06-06,22.92,3200.46,3865.07,Credit Card,1
2023-06-29,23.56,3277.11,3504.16,Cash,3
2023-06-23,9.52,1592.32,1941.58,Mobile Payment,3
2023-06-18,4.96,1044.98,1069.86,Mobile Payment,2
2023-06-05,4.61,1003.41,1164.52,Credit Card,2
2023-06-02,19.83,2829.16,2848.44,Cash,1
2023-06-11,22.72,3176.26,3444.2,Credit Card,3
2023-06-21,21.29,3005.35,3725.74,Cash,4
2023-06-23,18.18,2631.09,2997.1,Mobile Payment,4
2023-06-07,6.24,1198.98,1443.04,Credit Card,1
2023-06-13,1.02,571.82,658.91,Credit Card,1
2023-06-29,11.27,1802.11,2082.82,Credit Card,2
2023-06-28,13.53,2073.56,2321.96,Mobile Payment,4
2023-06-03,10.31,1687.73,1793.87,Mobile Payment,1
2023-06-27,9.41,1578.93,1747.94,Credit Card,1
2023-06-07,8.09,1420.98,1516.38,Mobile Payment,2
2023-06-10,4.25,959.71,1091.56,Mobile Payment,1
2023-06-06,19.04,2734.82,2758.31,Cash,4
2023-06-20,22.65,3168.2,3578.12,Credit Card,3
2023-06-14,20.73,2937.05,3406.86,Credit Card,2
2023-06-13,19.39,2776.42,2924.51,Cash,4
2023-06-18,22.31,3126.98,3383.27,Mobile Payment,3
2023-06-05,24.26,3360.88,3732.0,Cash,1
2023-06-01,6.94,1282.43,1302.54,Mobile Payment,1
2023-06-15,2.26,721.18,833.37,Mobile Payment,4
2023-06-13,10.81,1746.83,1814.18,Credit Card,1
2023-06-12,1.39,617.24,637.58,Cash,3
2023-06-10,15.64,2326.83,2771.54,Cash,2
2023-06-30,5.62,1124.1,1242.01,Cash,2
2023-06-09,0.88,555.4,653.56,Mobile Payment,4
2023-06-29,0.76,541.19,633.73,Mobile Payment,1
2023-06-13,16.62,2443.9,2928.88,Credit Card,1
2023-06-28,18.78,2703.75,3239.97,Mobile Payment,3
2023-06-14,13.39,2056.59,2161.2,Mobile Payment,2
2023-06-19,22.99,3208.43,3504.66,Mobile Payment,1
2023-06-25,24.44,3382.31,3869.86,Cash,3
2023-07-01,17.76,2581.68,2614.72,Mobile Payment,3
2023-06-24,10.17,1670.62,1772.32,Mobile Payment,1
2023-06-13,7.15,1307.48,1538.55,Mobile Payment,2
2023-06-23,8.62,1484.18,1679.84,Mobile Payment,3
2023-06-05,19.33,2769.22,3178.69,Cash,1
2023-06-15,11.4,1818.45,1855.48,Cash,3
2023-06-25,17.36,2532.82,3150.15,Cash,3
2023-06-04,20.24,2878.37,3176.67,Credit Card,2
2023-06-25,14.34,2170.56,2179.47,Credit Card,4
2023-06-30,14.47,2186.52,2432.02,Credit Card,1
2023-06-29,5.08,1059.36,1180.68,Cash,3
2023-06-16,2.68,771.41,905.15,Mobile Payment,1
2023-06-11,1.2,594.32,625.32,Cash,2
2023-06-21,14.67,2210.94,2374.28,Cash,4
2023-06-17,16.39,2416.86,2979.19,Mobile Payment,4
2023-06-09,4.79,1024.57,1125.71,Cash,3
2023-06-30,17.39,2536.25,2714.07,Credit Card,4
2023-06-29,22.33,3129.08,3586.92,Cash,2
2023-06-10,18.76,2701.16,2833.54,Credit Card,2
2023-06-17,12.3,1926.42,2276.85,Mobile Payment,2
2023-06-14,18.65,2688.33,3272.24,Credit Card,1
2023-06-29,14.88,2235.51,2480.23,Cash,4
2023-06-23,23.3,3245.7,4039.02,Cash,4
2023-06-23,21.25,2999.6,3042.07,Cash,4
2023-06-03,7.37,1334.59,1660.68,Cash,1
2023-06-18,2.12,704.13,791.01,Mobile Payment,4
2023-06-01,23.74,3298.62,3856.12,Cash,2
2023-06-16,2.22,716.21,741.83,Mobile Payment,2
2023-06-12,11.6,1841.83,2060.7,Credit Card,2
2023-06-12,16.27,2402.05,2694.87,Cash,2
2023-06-13,20.93,2961.64,3204.2,Credit Card,1
2023-06-20,24.73,3417.01,4123.4,Credit Card,2
2023-06-15,3.21,834.97,912.51,Credit Card,2
2023-06-05,20.54,2914.76,3183.91,Mobile Payment,3
2023-06-06,5.73,1137.84,1419.87,Cash,3
2023-06-25,24.06,3336.73,4117.0,Mobile Payment,4
2023-06-09,24.09,3340.93,3349.28,Credit Card,3
2023-06-30,1.48,628.2,773.83,Cash,2
2023-06-13,22.69,3172.28,3320.55,Credit Card,2
2023-06-27,22.14,3106.51,3643.5,Cash,3
2023-06-27,0.58,519.69,528.27,Cash,3
2023-06-20,13.52,2072.05,2233.93,Cash,4
2023-07-01,8.3,1446.31,1496.06,Mobile Payment,4
2023-06-29,13.14,2026.96,2261.23,Credit Card,2
2023-06-10,11.63,1845.52,1882.35,Credit Card,2
2023-06-25,7.47,1346.82,1420.02,Credit Card,2
2023-06-15,19.27,2761.98,3307.65,Credit Card,1
2023-06-11,11.71,1855.59,2310.41,Mobile Payment,2
2023-06-13,19.48,2787.9,3477.17,Mobile Payment,2
2023-06-13,23.25,3240.27,3814.43,Cash,2
2023-06-21,3.69,892.82,998.41,Mobile Payment,4
2023-06-10,20.52,2912.92,3059.97,Cash,4
2023-06-14,18.98,2728.19,2777.47,Cash,4
2023-06-22,21.45,3024.04,3381.65,Credit Card,4
2023-06-02,19.36,2773.37,2869.36,Mobile Payment,1
2023-06-11,8.09,1421.37,1607.78,Credit Card,4
2023-06-22,9.66,1609.4,1963.8,Cash,3
2023-06-22,23.69,3292.8,3821.09,Mobile Payment,2
2023-06-02,19.07,2738.37,3240.52,Mobile Payment,1
2023-06-06,24.69,3412.58,4195.76,Mobile Payment,4
2023-06-08,24.23,3357.89,3926.29,Cash,4
2023-06-21,15.44,2302.65,2606.39,Cash,2
2023-06-15,17.87,2593.95,3207.32,Mobile Payment,2
2023-07-01,6.57,1238.13,1285.4,Credit Card,4
2023-06-05,11.14,1787.34,2143.34,Mobile Payment,1
2023-06-28,3.02,812.5,859.62,Cash,2
2023-06-11,19.05,2735.53,3248.24,Mobile Payment,4
2023-06-08,12.97,2005.81,2429.88,Mobile Payment,2
2023-06-02,5.65,1128.09,1300.61,Mobile Payment,2
2023-06-03,5.62,1124.56,1383.55,Cash,2
2023-06-03,20.44,2902.7,2927.11,Mobile Payment,1
2023-06-23,20.75,2940.15,3628.59,Mobile Payment,4
2023-06-20,7.75,1380.03,1719.41,Credit Card,3
2023-06-12,19.61,2802.74,3293.28,Credit Card,2
2023-06-25,5.79,1145.14,1162.89,Credit Card,2
2023-06-16,8.47,1466.16,1713.02,Cash,3
2023-06-09,0.95,564.44,579.75,Credit Card,2
2023-06-21,5.05,1056.12,1122.67,Credit Card,3
2023-06-20,1.96,684.78,843.64,Credit Card,1
2023-06-02,10.96,1765.08,1851.97,Cash,1
2023-06-08,6.16,1189.49,1392.26,Mobile Payment,1
2023-06-21,2.83,789.23,983.8,Credit Card,1
2023-06-19,21.64,3046.84,3249.97,Mobile Payment,2
2023-06-21,22.81,3186.74,3649.73,Mobile Payment,2
2023-06-12,12.74,1979.26,2440.27,Mobile Payment,3
2023-06-27,6.58,1239.35,1367.05,Mobile Payment,3
2023-06-08,7.64,1366.51,1563.82,Mobile Payment,3
2023-06-03,22.0,3089.56,3502.8,Cash,2
2023-06-02,15.52,2312.78,2393.81,Cash,4
2023-06-16,10.46,1704.92,1728.61,Mobile Payment,1
2023-06-30,3.03,813.35,952.62,Mobile Payment,4
2023-06-14,20.1,2862.08,2862.63,Mobile Payment,2
2023-06-27,20.97,2966.48,3310.66,Cash,4
2023-06-17,5.01,1050.82,1245.64,Mobile Payment,2
2023-06-18,24.31,3367.27,3662.14,Mobile Payment,4
2023-06-24,0.51,511.36,634.54,Cash,4
2023-06-14,20.5,2909.87,3622.12,Cash,1
2023-06-02,15.5,2309.86,2835.06,Credit Card,2
2023-06-23,24.77,3422.0,3691.73,Cash,1
2023-06-06,16.53,2433.86,2471.11,Credit Card,3
2023-06-23,5.95,1163.41,1206.93,Mobile Payment,3
2023-06-19,9.35,1571.99,1895.82,Mobile Payment,1
2023-06-04,4.53,993.74,1150.43,Mobile Payment,1
2023-06-11,21.77,3062.12,3136.94,Mobile Payment,3
2023-06-16,18.07,2618.89,2717.34,Mobile Payment,2
2023-06-21,0.53,513.81,523.05,Mobile Payment,3
2023-06-14,23.09,3220.7,3763.75,Credit Card,2
2023-06-08,19.93,2841.17,2907.0,Cash,3
2023-06-01,10.66,1729.37,2053.8,Credit Card,3
2023-06-10,10.95,1763.96,1969.08,Mobile Payment,3
2023-06-26,11.53,1833.69,2278.1,Mobile Payment,3
2023-06-22,13.67,2090.9,2298.98,Cash,3
2023-06-12,17.46,2544.99,3043.07,Credit Card,2
2023-06-16,9.68,1611.86,2008.48,Mobile Payment,4
2023-06-28,4.4,978.2,1217.49,Credit Card,4
2023-06-16,19.18,2752.06,2842.07,Credit Card,2
2023-06-12,2.22,716.74,773.54,Cash,2
2023-06-11,9.01,1530.68,1761.55,Credit Card,1
2023-06-17,16.55,2436.08,2770.52,Credit Card,1
2023-07-01,3.27,841.94,867.37,Cash,4
2023-06-13,8.37,1454.98,1578.6,Credit Card,4
2023-06-16,5.41,1099.2,1168.73,Cash,1
2023-06-20,8.47,1465.99,1756.53,Credit Card,3
2023-06-30,6.16,1189.45,1399.65,Cash,1
2023-06-30,2.22,716.26,870.11,Mobile Payment,3
2023-06-20,8.98,1527.11,1852.64,Cash,4
2023-06-27,24.22,3356.59,3787.43,Mobile Payment,2
2023-06-28,15.62,2324.36,2454.77,Mobile Payment,3
2023-06-03,11.28,1803.88,2251.62,Cash,1
2023-06-01,1.9,677.48,768.09,Mobile Payment,2
2023-06-20,13.36,2053.49,2382.69,Cash,3
2023-06-20,24.72,3416.54,3957.4,Cash,3
2023-06-17,5.67,1129.92,1354.97,Mobile Payment,2
2023-06-09,6.56,1237.76,1353.11,Cash,4
2023-06-24,17.58,2560.14,3141.48,Cash,1
2023-06-28,6.4,1217.5,1277.55,Credit Card,1
2023-06-24,15.6,2321.73,2859.04,Cash,4
2023-06-07,8.71,1495.51,1585.61,Cash,4
2023-06-26,22.91,3199.51,3791.78,Cash,4
2023-06-27,10.92,1759.96,1845.37,Credit Card,2
2023-06-30,21.45,3023.75,3551.73,Credit Card,1
2023-06-25,18.53,2673.73,2719.15,Credit Card,3
2023-06-03,22.38,3135.44,3348.17,Mobile Payment,3
2023-06-20,20.06,2857.62,3056.82,Mobile Payment,2
2023-06-28,4.82,1028.3,1052.57,Credit Card,3
2023-06-06,7.59,1361.33,1403.78,Mobile Payment,2
2023-06-21,15.72,2336.64,2675.08,Mobile Payment,4
2023-06-22,19.66,2808.67,2861.25,Mobile Payment,1
2023-06-06,17.4,2537.68,2724.27,Cash,1
2023-06-03,5.15,1068.03,1106.1,Credit Card,2
2023-06-08,24.19,3352.62,3781.35,Mobile Payment,4
2023-06-12,19.28,2763.08,2961.53,Cash,2
2023-06-29,24.96,3444.99,3579.5,Cash,1
2023-06-18,5.73,1137.44,1186.55,Cash,4
2023-06-12,18.78,2704.11,3292.4,Credit Card,1
2023-06-02,19.52,2792.41,2856.01,Mobile Payment,3
2023-06-21,23.13,3225.48,3664.68,Credit Card,1
2023-06-12,3.88,915.24,953.04,Credit Card,3
2023-06-23,24.91,3438.95,3639.02,Credit Card,1
2023-06-20,16.08,2379.57,2653.65,Credit Card,1
2023-06-05,24.56,3397.31,4111.77,Cash,1
2023-06-10,10.12,1664.26,2067.17,Mobile Payment,1
2023-06-14,8.58,1480.17,1504.86,Cash,4
2023-06-14,22.55,3156.05,3270.01,Mobile Payment,3
2023-06-04,14.66,2209.18,2334.92,Cash,2
2023-06-20,15.15,2267.7,2367.19,Mobile Payment,4
2023-06-20,2.33,729.35,795.01,Credit Card,2
2023-06-21,15.65,2328.31,2362.68,Cash,4
2023-06-01,17.07,2498.97,2505.64,Mobile Payment,3
2023-06-29,24.34,3371.26,3927.46,Cash,2
2023-06-13,5.68,1132.11,1143.08,Credit Card,3
2023-06-25,6.14,1187.14,1432.1,Mobile Payment,3
2023-06-19,9.9,1638.58,1859.12,Credit Card,2
2023-06-30,22.82,3187.81,3922.32,Mobile Payment,1
2023-06-11,6.69,1252.2,1356.46,Mobile Payment,3
2023-06-25,9.89,1636.92,1760.1,Credit Card,2
2023-07-01,9.39,1577.13,1619.6,Mobile Payment,3
2023-06-08,2.23,717.38,787.99,Mobile Payment,3
2023-06-06,13.81,2107.0,2590.0,Mobile Payment,1
2023-06-09,9.58,1599.28,1736.38,Cash,1
2023-06-19,11.98,1887.53,2195.27,Mobile Payment,1
2023-06-17,23.53,3274.07,3354.48,Cash,3
2023-06-19,1.18,591.31,649.12,Credit Card,2
2023-06-15,15.05,2256.52,2452.94,Mobile Payment,4
2023-06-20,9.44,1582.26,1824.97,Cash,2
2023-06-17,14.16,2148.85,2284.96,Credit Card,4
2023-06-26,7.96,1405.53,1671.76,Cash,1
2023-06-15,11.94,1883.19,2297.16,Credit Card,2
2023-06-13,10.62,1724.43,2097.02,Mobile Payment,4
2023-06-29,24.13,3346.1,4125.92,Cash,3
2023-06-19,9.95,1644.09,1981.57,Cash,3
2023-06-08,5.29,1085.03,1122.32,Mobile Payment,1
2023-06-24,15.99,2369.09,2703.3,Mobile Payment,2
2023-06-30,6.04,1174.99,1177.41,Credit Card,2
2023-06-08,0.56,517.74,614.3,Mobile Payment,1
2023-06-06,1.73,657.9,758.88,Cash,1
2023-06-28,1.7,654.48,779.87,Mobile Payment,3
2023-06-22,23.73,3297.22,3742.55,Credit Card,2
2023-06-16,7.49,1348.64,1399.45,Credit Card,4
2023-06-20,11.08,1780.1,2187.76,Mobile Payment,1
2023-06-18,4.6,1001.58,1167.21,Credit Card,4
2023-06-24,1.94,682.85,853.49,Mobile Payment,3
2023-06-09,16.68,2451.39,2699.47,Cash,2
2023-06-19,8.34,1450.87,1740.07,Credit Card,2
2023-06-22,3.83,909.9,927.15,Cash,4
2023-06-24,2.18,712.02,866.82,Credit Card,4
2023-06-03,8.68,1491.21,1833.76,Credit Card,1
2023-06-30,6.61,1243.37,1512.91,Cash,4
2023-06-04,21.77,3061.83,3740.69,Mobile Payment,1
2023-06-18,3.7,894.59,982.84,Credit Card,1
2023-06-13,23.86,3313.56,3747.73,Mobile Payment,1
2023-06-03,22.38,3135.9,3544.83,Cash,4
2023-06-22,15.38,2295.29,2566.44,Cash,3
2023-06-19,8.15,1428.08,1629.14,Credit Card,2
2023-06-12,8.45,1464.39,1483.89,Credit Card,3
2023-06-02,2.82,788.96,829.97,Cash,3
2023-06-12,17.97,2605.81,2854.85,Mobile Payment,4
2023-06-11,8.06,1417.15,1546.76,Mobile Payment,2
2023-06-23,20.59,2920.38,3513.98,Credit Card,3
2023-07-01,9.44,1582.34,1905.33,Credit Card,4
2023-06-27,18.97,2725.98,3005.88,Credit Card,3
2023-06-06,13.67,2090.25,2437.0,Mobile Payment,2
2023-06-21,12.56,1957.74,2186.65,Credit Card,2
2023-06-29,1.7,653.6,758.11,Credit Card,1
2023-06-26,24.59,3400.35,3691.29,Credit Card,1
2023-06-20,24.26,3361.08,3757.87,Credit Card,4
2023-06-26,14.22,2156.48,2527.1,Mobile Payment,1
2023-07-01,22.61,3163.22,3689.63,Mobile Payment,3
2023-06-20,24.8,3426.18,3454.72,Credit Card,1
2023-06-03,11.92,1880.61,2077.37,Credit Card,3
2023-06-11,11.55,1836.32,2179.31,Credit Card,3
2023-06-22,1.46,624.78,714.21,Credit Card,3
2023-06-02,11.32,1808.03,1875.08,Cash,2
2023-06-04,22.78,3183.87,3190.26,Mobile Payment,1
2023-06-18,22.54,3155.19,3607.77,Cash,2
2023-06-15,24.98,3447.05,4188.26,Cash,1
2023-06-21,14.31,2166.74,2673.22,Mobile Payment,1
2023-06-01,10.41,1699.59,2006.13,Mobile Payment,3
2023-06-21,19.79,2825.05,3300.96,Credit Card,4
2023-06-07,23.78,3303.94,3986.82,Cash,4
2023-06-04,5.67,1130.93,1330.01,Cash,4
2023-06-20,1.81,666.94,786.93,Cash,3
2023-06-28,14.95,2243.55,2643.32,Cash,2
2023-06-05,24.36,3373.07,3729.37,Mobile Payment,2
2023-06-14,12.91,1999.33,2042.97,Mobile Payment,4
2023-06-12,3.33,849.47,886.68,Credit Card,2
2023-06-18,11.93,1881.56,2252.82,Mobile Payment,4
2023-06-06,20.27,2882.57,3110.9,Mobile Payment,3
2023-06-12,4.43,981.89,1191.72,Credit Card,2
2023-06-19,16.02,2372.17,2939.72,Cash,3
2023-06-19,9.5,1590.04,1931.73,Credit Card,3
2023-06-12,19.67,2810.5,2813.22,Credit Card,1
2023-06-05,4.53,993.04,1117.17,Credit Card,4
2023-06-13,2.46,744.96,838.56,Cash,3
2023-06-24,0.82,548.14,619.29,Credit Card,2
2023-06-12,17.97,2605.91,3143.63,Mobile Payment,2
2023-06-01,13.38,2055.78,2567.63,Credit Card,3
2023-06-01,3.51,871.78,998.29,Credit Card,2
2023-06-06,0.66,529.59,581.2,Mobile Payment,3
2023-06-07,11.66,1849.29,2078.92,Cash,1
2023-06-18,6.68,1251.67,1342.57,Mobile Payment,3
2023-06-16,0.59,520.4,617.0,Cash,3
2023-06-12,3.06,816.63,860.7,Mobile Payment,2
2023-06-20,9.3,1566.44,1920.4,Mobile Payment,2
2023-06-25,4.29,965.4,1004.53,Credit Card,4
2023-06-26,10.88,1755.14,1908.59,Credit Card,1
2023-06-07,20.76,2940.98,3382.19,Cash,2
2023-06-24,17.77,2582.06,3219.88,Mobile Payment,1
2023-06-15,13.85,2112.39,2337.71,Cash,4
2023-06-06,11.58,1839.84,2250.74,Cash,3
2023-06-26,10.38,1695.79,1719.35,Mobile Payment,4
2023-06-04,21.26,3000.82,3595.73,Credit Card,3
2023-06-10,22.08,3099.15,3662.23,Cash,4
2023-06-03,17.66,2568.96,3012.7,Credit Card,1
2023-06-13,3.52,872.6,1018.14,Mobile Payment,1
2023-06-08,22.55,3156.26,3853.65,Cash,4
2023-06-11,12.55,1955.48,2049.18,Credit Card,1
2023-06-18,7.69,1372.44,1714.81,Cash,3
2023-06-08,6.13,1186.03,1430.38,Credit Card,3
2023-06-21,14.86,2233.03,2302.61,Credit Card,1
2023-06-20,10.46,1705.13,1979.6,Mobile Payment,1
2023-06-14,4.48,987.54,1166.57,Cash,1
2023-06-30,19.51,2791.75,3087.69,Credit Card,2
2023-06-08,17.45,2544.01,2896.8,Cash,4
2023-06-23,19.28,2763.2,3180.08,Credit Card,2
2023-06-17,23.76,3301.1,3358.28,Cash,3
2023-06-25,7.22,1316.05,1631.99,Mobile Payment,1
2023-06-23,10.57,1718.2,1797.42,Mobile Payment,4
2023-06-06,23.04,3215.04,3857.74,Mobile Payment,3
2023-06-29,24.42,3379.8,3645.78,Mobile Payment,4
2023-06-12,23.54,3275.24,3774.66,Cash,2
2023-06-09,9.71,1615.53,1939.11,Credit Card,2
2023-06-21,1.56,637.08,737.44,Credit Card,4
2023-07-01,17.01,2491.03,2985.36,Mobile Payment,4
2023-06-26,8.37,1454.59,1726.03,Mobile Payment,2
2023-06-13,2.64,766.54,827.15,Credit Card,3
2023-06-09,4.07,938.34,1084.64,Cash,3
2023-06-23,15.38,2295.4,2307.28,Credit Card,1
2023-06-05,9.61,1602.63,1737.76,Mobile Payment,3
2023-06-28,7.51,1351.14,1352.9,Credit Card,4
2023-06-21,18.26,2640.95,3173.18,Mobile Payment,2
2023-07-01,24.65,3408.57,3808.73,Mobile Payment,2
2023-06-18,17.69,2572.65,2970.99,Mobile Payment,2
2023-06-07,2.62,764.08,788.48,Mobile Payment,3
2023-06-01,20.27,2882.11,3461.25,Mobile Payment,3
2023-06-09,2.39,737.11,745.8,Mobile Payment,4
2023-06-15,3.81,906.72,1125.17,Credit Card,1
2023-06-22,13.07,2018.42,2105.96,Cash,3
2023-07-01,22.17,3110.39,3302.48,Credit Card,4
2023-06-11,8.91,1519.07,1769.29,Mobile Payment,2
2023-06-09,11.5,1830.2,2217.82,Cash,1
2023-07-01,6.69,1252.25,1334.48,Mobile Payment,3
2023-06-02,8.78,1503.64,1609.9,Mobile Payment,3
2023-06-23,4.67,1010.82,1136.11,Cash,3
2023-06-30,14.69,2213.12,2324.37,Mobile Payment,2
2023-06-24,17.4,2537.41,2821.49,Credit Card,4
2023-06-12,21.76,3061.25,3135.71,Cash,2
2023-06-21,19.63,2806.15,3268.69,Mobile Payment,1
2023-06-15,20.81,2946.81,3603.57,Cash,1
2023-06-07,17.39,2537.01,2560.7,Credit Card,4
2023-06-20,1.54,634.38,687.88,Mobile Payment,3
2023-06-05,4.46,985.59,1229.82,Mobile Payment,4
2023-06-15,19.56,2797.29,3373.66,Cash,4
2023-06-22,18.62,2684.03,3244.23,Mobile Payment,4
2023-06-11,1.65,648.09,694.28,Mobile Payment,3
2023-06-04,2.75,780.25,924.46,Cash,1
2023-06-21,11.61,1843.37,2144.28,Cash,4
2023-06-10,14.98,2247.09,2418.72,Cash,2
