customer_id,total_sessions,total_transactions,total_revenue_sek,total_pageviews,avg_time_on_site,first_traffic_source,primary_device,country
CLIENT_825596,1,3,38522.88,23,1165.0,facebook,tablet,United Kingdom
CLIENT_826733,1,1,35347.42,45,1341.0,facebook,mobile,Sweden
CLIENT_827452,1,3,29218.48,23,522.0,email,mobile,Germany
CLIENT_828230,1,1,48285.13,6,276.0,email,desktop,France
CLIENT_829139,1,1,42819.98,15,1534.0,facebook,mobile,Sweden
CLIENT_830612,1,1,44310.35,22,1748.0,google,mobile,United Kingdom
CLIENT_830722,1,1,12819.94,46,861.0,referral,mobile,United States
CLIENT_830814,1,1,45102.45,24,1161.0,facebook,tablet,United States
CLIENT_831168,1,1,15019.91,46,1695.0,facebook,mobile,United States
CLIENT_832109,1,1,6133.39,38,1757.0,facebook,tablet,United States
CLIENT_832515,1,3,21182.17,46,1496.0,facebook,tablet,United States
CLIENT_832821,1,1,44216.39,42,1676.0,google,tablet,Germany
CLIENT_833110,1,1,5490.88,47,765.0,direct,mobile,Sweden
CLIENT_833212,1,3,20925.38,46,1210.0,google,mobile,Sweden
CLIENT_835254,1,2,6817.72,24,1262.0,direct,tablet,Sweden
CLIENT_835670,1,2,44728.57,13,286.0,email,tablet,France
CLIENT_835727,1,3,38431.55,12,521.0,google,tablet,France
CLIENT_836354,1,2,19914.61,9,482.0,referral,tablet,Sweden
CLIENT_836913,1,3,25545.34,18,1292.0,facebook,desktop,Sweden
CLIENT_837088,1,3,8527.23,24,722.0,email,desktop,United Kingdom
CLIENT_838318,1,1,17935.14,6,1664.0,referral,mobile,United Kingdom
CLIENT_840665,1,1,20512.47,20,1249.0,direct,tablet,France
CLIENT_840842,1,1,38332.22,33,1111.0,email,desktop,United States
CLIENT_841291,1,2,39994.54,27,1436.0,facebook,mobile,Sweden
CLIENT_842848,1,3,30180.39,13,325.0,referral,mobile,Germany
CLIENT_844239,1,1,28630.98,3,1708.0,direct,desktop,Germany
CLIENT_846246,1,1,7208.77,4,1551.0,google,mobile,France
CLIENT_846814,1,1,39795.58,47,1717.0,google,desktop,Sweden
CLIENT_848084,1,1,1535.87,42,1523.0,email,tablet,France
CLIENT_848171,1,1,19429.98,18,1649.0,facebook,desktop,United Kingdom
CLIENT_848465,1,1,22505.38,5,1792.0,direct,mobile,Sweden
CLIENT_848613,1,3,11130.78,33,527.0,referral,desktop,Germany
CLIENT_848638,1,1,10433.32,8,56.0,direct,mobile,United Kingdom
CLIENT_851051,1,1,2429.8,36,1269.0,facebook,tablet,Germany
CLIENT_851151,1,1,42425.23,3,1257.0,facebook,mobile,Sweden
CLIENT_852155,1,1,5874.97,37,482.0,referral,tablet,France
CLIENT_852572,1,1,31818.38,28,370.0,email,desktop,United States
CLIENT_853038,1,1,9456.55,14,1116.0,google,tablet,Germany
CLIENT_854600,1,3,29777.21,26,880.0,referral,mobile,France
CLIENT_856329,1,3,34404.95,19,604.0,google,desktop,United Kingdom
CLIENT_856433,1,1,11716.55,5,1399.0,facebook,mobile,Germany
CLIENT_856836,1,1,13248.05,2,662.0,referral,tablet,France
CLIENT_856944,1,1,22582.98,14,890.0,google,mobile,United Kingdom
CLIENT_856981,1,3,36761.93,37,154.0,direct,mobile,Germany
CLIENT_857253,1,3,26875.43,22,544.0,direct,tablet,United Kingdom
CLIENT_857918,1,2,14138.29,48,1265.0,email,mobile,United States
CLIENT_858900,1,2,1253.0,38,832.0,email,tablet,Sweden
CLIENT_859886,1,3,20986.63,29,1569.0,email,desktop,Sweden
CLIENT_865406,1,1,35118.12,39,1293.0,direct,mobile,United States
CLIENT_866844,1,1,42778.6,42,959.0,facebook,tablet,United States
CLIENT_866877,1,1,30466.42,10,606.0,referral,tablet,France
CLIENT_867552,1,1,40521.25,49,1773.0,referral,tablet,Sweden
CLIENT_867637,1,1,35292.85,7,1038.0,direct,desktop,Sweden
CLIENT_867720,1,1,13264.84,26,850.0,referral,tablet,Germany
CLIENT_869707,1,1,38089.57,45,936.0,facebook,tablet,Germany
CLIENT_870664,1,1,19409.97,5,1671.0,referral,tablet,United Kingdom
CLIENT_871089,1,1,1440.32,9,1265.0,google,mobile,United Kingdom
CLIENT_871708,1,1,32435.52,8,868.0,google,tablet,Germany
CLIENT_872786,1,3,11740.79,23,1673.0,direct,desktop,France
CLIENT_873218,1,2,10267.0,23,1214.0,referral,mobile,Germany
CLIENT_873933,1,2,7737.82,20,524.0,google,desktop,Germany
CLIENT_874157,1,1,21731.16,39,331.0,referral,mobile,United Kingdom
CLIENT_875322,1,2,37767.49,49,1639.0,google,desktop,United States
CLIENT_876589,1,1,45274.26,43,1701.0,facebook,mobile,Germany
CLIENT_877069,1,1,27737.56,21,492.0,direct,tablet,France
CLIENT_880482,1,3,22527.27,38,1162.0,email,mobile,Sweden
CLIENT_881126,1,1,11544.76,20,847.0,facebook,mobile,Sweden
CLIENT_882659,1,1,42448.88,31,571.0,direct,tablet,France
CLIENT_882824,1,3,14254.16,12,91.0,google,desktop,Sweden
CLIENT_883878,1,3,19429.53,27,1199.0,google,desktop,France
CLIENT_884614,1,1,24528.79,9,1743.0,email,mobile,France
CLIENT_884720,1,3,21242.33,5,1500.0,google,mobile,United Kingdom
CLIENT_884888,1,1,45108.65,47,633.0,facebook,desktop,France
CLIENT_885101,1,2,6676.65,13,1500.0,google,mobile,Sweden
CLIENT_885473,1,1,14388.77,22,882.0,email,desktop,United States
CLIENT_887383,1,1,1900.17,49,1314.0,google,desktop,United States
CLIENT_888310,1,1,2050.86,41,118.0,email,desktop,Germany
CLIENT_888343,1,3,15010.62,13,1451.0,facebook,desktop,France
CLIENT_891146,1,2,43625.07,14,537.0,facebook,desktop,United Kingdom
CLIENT_891893,1,3,37310.14,49,1390.0,email,mobile,Germany
CLIENT_892154,1,1,19513.45,47,1596.0,direct,mobile,Germany
CLIENT_892557,1,2,42659.71,16,681.0,facebook,desktop,United States
CLIENT_893225,1,3,7511.56,33,594.0,direct,tablet,Sweden
CLIENT_893689,1,1,32354.8,43,799.0,google,desktop,France
CLIENT_894623,1,1,45590.53,42,440.0,google,mobile,Germany
CLIENT_894642,1,3,29381.53,33,934.0,facebook,mobile,Sweden
CLIENT_895393,1,3,17664.75,20,1209.0,google,desktop,United States
CLIENT_896885,1,2,30415.88,47,711.0,referral,desktop,France
CLIENT_898879,1,1,25363.2,49,1561.0,direct,mobile,United States
CLIENT_899403,1,1,38915.16,4,167.0,facebook,tablet,Sweden
CLIENT_900204,1,1,3779.52,18,459.0,email,desktop,United States
CLIENT_900206,1,1,11460.22,12,533.0,facebook,mobile,Germany
CLIENT_900823,1,3,49291.04,21,520.0,facebook,tablet,France
CLIENT_901205,1,1,16438.07,14,403.0,google,tablet,Sweden
CLIENT_901704,1,2,16380.07,38,1261.0,email,tablet,Sweden
CLIENT_903622,1,1,2029.31,21,681.0,email,desktop,United Kingdom
CLIENT_903882,1,1,40370.94,6,1073.0,email,mobile,United States
CLIENT_904029,1,1,22783.43,38,861.0,referral,desktop,United States
CLIENT_904671,1,1,29365.67,24,1364.0,email,mobile,United Kingdom
CLIENT_906138,1,1,46590.24,5,975.0,direct,desktop,United Kingdom
CLIENT_906987,1,1,3032.41,44,654.0,google,mobile,United States
CLIENT_907113,1,1,18335.96,33,1427.0,google,desktop,Germany
CLIENT_907817,1,3,26302.01,36,1404.0,facebook,desktop,Sweden
CLIENT_907913,1,1,20028.71,36,831.0,google,mobile,United States
CLIENT_910558,1,1,11164.73,4,1358.0,google,tablet,United Kingdom
CLIENT_911633,1,1,20869.33,3,701.0,direct,desktop,Germany
CLIENT_913488,1,1,25160.9,17,75.0,facebook,mobile,Sweden
CLIENT_913653,1,3,7720.55,32,1364.0,direct,desktop,United States
CLIENT_914120,1,1,21024.52,14,848.0,email,tablet,United States
CLIENT_914295,1,1,16788.49,23,298.0,google,mobile,Germany
CLIENT_914552,1,1,48146.53,43,342.0,google,tablet,France
CLIENT_914670,1,3,36076.64,12,1439.0,facebook,desktop,France
CLIENT_914790,1,1,14875.24,9,807.0,google,desktop,Germany
CLIENT_915640,1,1,8322.75,16,468.0,email,mobile,United States
CLIENT_915988,1,1,34256.64,25,1766.0,email,tablet,France
CLIENT_920041,1,3,14908.31,45,1198.0,facebook,mobile,France
CLIENT_923099,1,3,10636.23,29,1684.0,email,desktop,Germany
CLIENT_924262,1,1,22977.59,12,559.0,direct,tablet,United Kingdom
CLIENT_924322,1,1,46496.95,6,866.0,facebook,desktop,Germany
CLIENT_925541,1,1,48954.08,4,865.0,direct,mobile,United Kingdom
CLIENT_927056,1,1,14078.92,31,1137.0,direct,desktop,United Kingdom
CLIENT_927258,1,3,24521.85,11,1464.0,email,tablet,United Kingdom
CLIENT_927755,1,1,16275.41,42,207.0,direct,desktop,Sweden
CLIENT_927771,1,1,3036.99,18,1666.0,direct,mobile,Sweden
CLIENT_928930,1,3,46763.02,44,384.0,facebook,mobile,United States
CLIENT_929308,1,1,17937.61,36,811.0,direct,mobile,United Kingdom
CLIENT_933670,1,1,5470.19,10,337.0,referral,mobile,United States
CLIENT_934472,1,1,49768.33,11,908.0,email,tablet,Sweden
CLIENT_935535,1,1,35426.93,38,1514.0,email,mobile,United Kingdom
CLIENT_935684,1,1,33890.57,32,345.0,google,mobile,Sweden
CLIENT_935755,1,1,34690.35,46,1228.0,email,mobile,France
CLIENT_935903,1,1,37737.09,50,1430.0,google,tablet,Germany
CLIENT_935973,1,1,44881.09,21,639.0,facebook,mobile,Germany
CLIENT_937179,1,1,42890.4,34,1546.0,referral,desktop,United States
CLIENT_937890,1,1,7946.46,29,1660.0,google,tablet,France
CLIENT_938201,1,1,48713.54,44,398.0,direct,desktop,United States
CLIENT_938794,1,1,37681.4,6,1058.0,google,desktop,Sweden
CLIENT_939073,1,1,12492.11,2,607.0,email,mobile,Sweden
CLIENT_939869,1,1,40650.71,20,671.0,google,mobile,United Kingdom
CLIENT_940148,1,1,9355.36,24,1523.0,facebook,mobile,United Kingdom
CLIENT_941435,1,1,15472.15,21,1550.0,referral,mobile,France
CLIENT_942582,1,1,9172.49,20,1164.0,referral,mobile,United States
CLIENT_943492,1,1,37668.35,2,503.0,referral,tablet,Sweden
CLIENT_943823,1,1,22121.98,39,1055.0,referral,desktop,United States
CLIENT_944372,1,2,12543.36,14,974.0,google,mobile,Germany
CLIENT_944666,1,3,28839.14,14,1710.0,referral,tablet,United Kingdom
CLIENT_945416,1,1,34225.56,27,1542.0,facebook,tablet,United States
CLIENT_945765,1,3,12721.96,39,1286.0,referral,mobile,Sweden
CLIENT_945807,1,1,21252.07,31,1410.0,direct,desktop,Sweden
CLIENT_945948,1,3,29949.18,2,1496.0,email,mobile,Germany
CLIENT_946138,1,2,41813.4,50,623.0,facebook,desktop,United States
CLIENT_947479,1,3,3737.47,45,1472.0,direct,desktop,Germany
CLIENT_948353,1,2,3540.03,26,420.0,referral,tablet,United Kingdom
CLIENT_949080,1,1,20246.95,15,1732.0,google,desktop,Germany
CLIENT_949546,1,2,4042.85,48,725.0,direct,mobile,Sweden
CLIENT_949591,1,1,34389.54,30,124.0,direct,desktop,Sweden
CLIENT_949711,1,3,20901.99,38,1775.0,google,tablet,Sweden
CLIENT_949837,1,3,12670.06,10,539.0,facebook,tablet,Germany
CLIENT_950185,1,3,48182.71,36,188.0,direct,desktop,United States
CLIENT_950354,1,3,22093.97,26,1274.0,facebook,tablet,Germany
CLIENT_951287,1,1,45637.26,4,1131.0,email,mobile,United States
CLIENT_951574,1,1,41367.31,37,471.0,facebook,tablet,United States
CLIENT_953018,1,1,19593.96,9,636.0,google,tablet,United States
CLIENT_954935,1,1,15572.87,17,161.0,google,tablet,France
CLIENT_956523,1,3,8365.19,39,1183.0,facebook,tablet,Sweden
CLIENT_956601,1,1,47629.75,15,1316.0,google,desktop,United Kingdom
CLIENT_957097,1,1,31547.17,39,475.0,email,tablet,France
CLIENT_957361,1,1,1205.49,44,1332.0,direct,mobile,Germany
CLIENT_957490,1,1,41647.72,41,750.0,direct,mobile,Sweden
CLIENT_958130,1,3,34962.48,37,1521.0,facebook,tablet,United Kingdom
CLIENT_959004,1,1,19541.88,39,727.0,direct,tablet,United Kingdom
CLIENT_959099,1,3,34336.82,10,1630.0,direct,tablet,France
CLIENT_960861,1,2,43067.41,25,1176.0,email,mobile,United Kingdom
CLIENT_961073,1,2,36733.84,14,255.0,google,desktop,Sweden
CLIENT_962855,1,1,12010.48,39,844.0,direct,mobile,United Kingdom
CLIENT_964127,1,2,49746.3,5,1076.0,direct,desktop,United States
CLIENT_964934,1,2,48830.86,13,678.0,direct,desktop,Sweden
CLIENT_965548,1,2,3961.41,18,1331.0,facebook,tablet,United Kingdom
CLIENT_967291,1,1,6811.34,12,507.0,email,mobile,United Kingdom
CLIENT_967641,1,1,48908.53,39,842.0,direct,mobile,Germany
CLIENT_967798,1,1,37697.09,20,1658.0,referral,tablet,France
CLIENT_967954,1,2,16181.05,7,37.0,google,mobile,Germany
CLIENT_968134,1,1,40249.94,39,549.0,referral,tablet,United Kingdom
CLIENT_969625,1,1,8983.81,43,551.0,google,mobile,France
CLIENT_970314,1,1,14236.82,20,1523.0,direct,desktop,Germany
CLIENT_971046,1,3,33851.85,14,49.0,facebook,desktop,United Kingdom
CLIENT_972613,1,1,12281.68,13,61.0,facebook,tablet,United Kingdom
CLIENT_972977,1,1,45459.44,43,548.0,facebook,desktop,United Kingdom
CLIENT_973894,1,1,20770.34,34,581.0,google,tablet,United Kingdom
CLIENT_975693,1,2,2779.84,35,66.0,email,tablet,Sweden
CLIENT_977146,1,1,28488.51,26,866.0,referral,tablet,United States
CLIENT_977558,1,2,34781.73,36,1235.0,email,desktop,France
CLIENT_979368,1,1,32614.53,42,1609.0,facebook,desktop,Germany
CLIENT_980251,1,3,44074.64,12,78.0,google,desktop,Germany
CLIENT_980669,1,2,21803.82,48,661.0,referral,desktop,France
CLIENT_980821,1,1,40783.49,9,1255.0,direct,tablet,Germany
CLIENT_980949,1,1,17534.15,22,1048.0,email,desktop,United Kingdom
CLIENT_982083,1,3,22933.71,32,1297.0,facebook,desktop,Germany
CLIENT_982549,1,1,16058.82,36,1110.0,direct,desktop,United Kingdom
CLIENT_982810,1,2,22048.66,36,699.0,facebook,mobile,Germany
CLIENT_984242,1,3,31503.15,41,81.0,email,tablet,Sweden
CLIENT_984277,1,3,30592.25,13,1541.0,direct,tablet,Germany
CLIENT_984868,1,3,4682.45,34,230.0,email,mobile,France
CLIENT_985490,1,2,48464.94,6,1342.0,google,mobile,Germany
CLIENT_985831,1,1,44374.6,34,607.0,facebook,mobile,Sweden
CLIENT_986330,1,1,6394.65,46,1314.0,direct,desktop,France
CLIENT_988242,1,1,48889.61,47,1586.0,facebook,desktop,United Kingdom
CLIENT_988606,1,2,38265.04,49,188.0,email,tablet,United Kingdom
CLIENT_990108,1,1,9315.87,32,1379.0,referral,desktop,Germany
CLIENT_992312,1,2,49846.22,11,848.0,facebook,desktop,Sweden
CLIENT_992820,1,1,6713.16,22,767.0,direct,tablet,Sweden
CLIENT_994679,1,3,40094.63,21,733.0,email,mobile,Germany
CLIENT_996352,1,1,30300.33,9,1654.0,email,desktop,United Kingdom
CLIENT_998727,1,1,20210.76,3,1675.0,google,mobile,Sweden
CLIENT_998838,1,1,25752.9,47,985.0,facebook,mobile,Germany
CLIENT_998850,1,1,17603.68,29,1574.0,facebook,mobile,Germany
