customer_id,session_id,date,transactions,revenue,revenue_sek,pageviews,time_on_site,traffic_source,traffic_medium,device_type,country,city
CLIENT_274530,SESSION_000500,20230705,1,3000.32,38894.74,38,1366,facebook,referral,mobile,France,Malmö
CLIENT_336659,SESSION_000501,20230714,1,3336.64,24172.5,42,1278,google,referral,desktop,France,New York
CLIENT_116416,SESSION_000502,20230701,1,2437.45,16378.06,40,83,direct,cpc,desktop,United States,Stockholm
CLIENT_374294,SESSION_000503,20230729,3,678.52,4231.98,12,363,google,email,tablet,Sweden,New York
CLIENT_258076,SESSION_000504,20230712,3,1919.16,22323.96,8,841,facebook,referral,desktop,Germany,London
CLIENT_468284,SESSION_000505,20230721,1,4733.13,45606.88,21,632,email,email,desktop,United Kingdom,New York
CLIENT_534732,SESSION_000506,20230708,3,3040.92,14127.35,34,712,direct,none,tablet,Sweden,New York
CLIENT_811805,SESSION_000507,20230724,1,1980.17,41339.14,31,223,google,email,desktop,France,Malmö
CLIENT_973894,SESSION_000508,20230702,1,3915.08,20770.34,34,581,google,cpc,tablet,United Kingdom,London
CLIENT_935755,SESSION_000509,20230730,1,2413.31,34690.35,46,1228,email,none,mobile,France,Stockholm
CLIENT_911633,SESSION_000510,20230713,1,2942.74,20869.33,3,701,direct,cpc,desktop,Germany,London
CLIENT_224271,SESSION_000511,20230709,3,3835.97,18555.08,46,1058,google,organic,tablet,Sweden,London
CLIENT_341236,SESSION_000512,20230715,1,4173.27,46178.63,3,766,referral,email,desktop,Germany,Malmö
CLIENT_499645,SESSION_000513,20230709,1,3721.24,40475.48,37,472,email,none,desktop,Germany,Stockholm
CLIENT_423334,SESSION_000514,20230728,1,3327.6,34772.4,43,1170,referral,email,mobile,Sweden,London
CLIENT_523507,SESSION_000515,20230709,1,1956.34,10250.38,46,789,google,cpc,desktop,Germany,Göteborg
CLIENT_576571,SESSION_000516,20230727,1,225.62,46147.6,4,643,google,referral,desktop,United Kingdom,London
CLIENT_542370,SESSION_000517,20230724,1,2939.48,46270.55,29,1539,direct,email,mobile,United Kingdom,Göteborg
CLIENT_957361,SESSION_000518,20230730,1,4153.43,1205.49,44,1332,direct,organic,mobile,Germany,Malmö
CLIENT_945416,SESSION_000519,20230702,1,4335.51,34225.56,27,1542,facebook,cpc,tablet,United States,Malmö
CLIENT_585628,SESSION_000520,20230705,3,1316.79,29839.92,46,1109,google,referral,mobile,France,Malmö
CLIENT_463972,SESSION_000521,20230715,1,3460.86,44885.17,45,1485,referral,email,tablet,France,Malmö
CLIENT_180501,SESSION_000522,20230720,1,626.45,14392.5,28,53,direct,cpc,desktop,Germany,London
CLIENT_537480,SESSION_000523,20230727,3,2137.91,44668.07,2,1397,facebook,none,mobile,Sweden,Göteborg
CLIENT_361980,SESSION_000524,20230729,3,3550.53,22229.74,18,52,direct,email,tablet,United Kingdom,Göteborg
CLIENT_460911,SESSION_000525,20230709,3,3638.56,47715.68,11,368,direct,email,mobile,Sweden,Göteborg
CLIENT_665261,SESSION_000526,20230720,3,2756.57,17278.79,43,1661,facebook,none,mobile,France,New York
CLIENT_618033,SESSION_000527,20230716,2,2098.4,28966.86,47,1627,direct,referral,mobile,United Kingdom,New York
CLIENT_508451,SESSION_000528,20230703,1,4238.35,22362.95,6,529,google,email,mobile,United Kingdom,New York
CLIENT_631803,SESSION_000529,20230709,3,1519.78,35447.87,45,1297,referral,organic,mobile,United Kingdom,London
CLIENT_465164,SESSION_000530,20230724,1,809.22,4955.19,29,170,facebook,email,desktop,United Kingdom,London
CLIENT_156382,SESSION_000531,20230705,2,3450.89,38362.93,39,1665,google,cpc,tablet,United States,New York
CLIENT_506730,SESSION_000532,20230713,1,132.65,40742.66,9,846,referral,email,mobile,United Kingdom,London
CLIENT_743962,SESSION_000533,20230725,1,2899.61,43915.11,34,405,referral,organic,desktop,Sweden,Malmö
CLIENT_387249,SESSION_000534,20230728,2,1979.35,9314.35,2,1383,email,organic,desktop,France,Göteborg
CLIENT_443306,SESSION_000535,20230717,1,2680.82,14561.73,34,943,google,none,tablet,United Kingdom,Malmö
CLIENT_164466,SESSION_000536,20230706,1,2473.52,39005.89,6,1262,facebook,email,mobile,United Kingdom,London
CLIENT_501577,SESSION_000537,20230702,1,918.8,24217.65,43,823,direct,organic,tablet,United States,London
CLIENT_378336,SESSION_000538,20230718,2,1561.69,44836.93,29,1698,direct,email,mobile,France,New York
CLIENT_830612,SESSION_000539,20230705,1,2228.58,44310.35,22,1748,google,email,mobile,United Kingdom,Malmö
CLIENT_161469,SESSION_000540,20230718,1,4690.22,37743.07,10,1206,referral,email,tablet,Sweden,Malmö
CLIENT_968134,SESSION_000541,20230721,1,3714.3,40249.94,39,549,referral,organic,tablet,United Kingdom,New York
CLIENT_362803,SESSION_000542,20230727,1,401.38,45510.53,16,597,facebook,referral,tablet,United States,Göteborg
CLIENT_170330,SESSION_000543,20230730,1,2543.58,35401.91,44,1309,email,none,desktop,Germany,Malmö
CLIENT_270175,SESSION_000544,20230710,3,3517.11,6633.32,21,1164,referral,organic,tablet,United States,Malmö
CLIENT_678099,SESSION_000545,20230705,2,3890.97,11671.36,20,723,referral,none,mobile,Germany,Stockholm
CLIENT_729946,SESSION_000546,20230729,2,1895.53,11060.38,45,382,referral,organic,desktop,United Kingdom,Stockholm
CLIENT_901704,SESSION_000547,20230714,2,4126.64,16380.07,38,1261,email,none,tablet,Sweden,Malmö
CLIENT_176699,SESSION_000548,20230711,1,2093.64,6928.59,10,1616,referral,email,mobile,United Kingdom,London
CLIENT_316812,SESSION_000549,20230726,1,1482.48,30098.23,39,902,email,cpc,mobile,United Kingdom,Göteborg
CLIENT_741195,SESSION_000550,20230721,1,2432.38,40924.32,8,1121,google,none,desktop,Sweden,London
CLIENT_498293,SESSION_000551,20230705,2,1184.22,25244.39,42,562,direct,organic,tablet,United States,New York
CLIENT_185754,SESSION_000552,20230702,1,1122.96,9898.48,17,1217,google,cpc,desktop,Germany,New York
CLIENT_585355,SESSION_000553,20230717,2,2146.43,37447.55,28,1599,email,email,desktop,France,New York
CLIENT_187574,SESSION_000554,20230730,1,1609.91,42632.14,2,970,facebook,referral,desktop,Germany,Göteborg
CLIENT_910558,SESSION_000555,20230705,1,1201.82,11164.73,4,1358,google,email,tablet,United Kingdom,Malmö
CLIENT_202174,SESSION_000556,20230729,1,358.58,15050.6,26,1038,email,cpc,desktop,United States,Göteborg
CLIENT_133143,SESSION_000557,20230714,1,288.93,44041.17,3,1480,referral,organic,mobile,France,Malmö
CLIENT_342096,SESSION_000558,20230727,2,1470.95,9727.02,11,1276,facebook,organic,mobile,Germany,Malmö
CLIENT_994679,SESSION_000559,20230716,3,4421.31,40094.63,21,733,email,organic,mobile,Germany,New York
CLIENT_618247,SESSION_000560,20230711,1,2688.77,44894.03,26,890,facebook,referral,tablet,Germany,Malmö
CLIENT_965548,SESSION_000561,20230731,2,2978.13,3961.41,18,1331,facebook,referral,tablet,United Kingdom,Göteborg
CLIENT_673354,SESSION_000562,20230728,3,1805.38,48654.66,19,160,direct,email,tablet,United States,Stockholm
CLIENT_811160,SESSION_000563,20230712,3,1925.76,38919.2,40,442,email,organic,tablet,Germany,London
CLIENT_581136,SESSION_000564,20230712,1,1075.5,8346.71,27,359,referral,email,mobile,Germany,Stockholm
CLIENT_205149,SESSION_000565,20230720,3,513.37,7359.65,7,223,direct,referral,tablet,France,Stockholm
CLIENT_296940,SESSION_000566,20230722,1,4593.28,40821.65,26,206,google,referral,mobile,France,New York
CLIENT_599587,SESSION_000567,20230728,1,1808.97,27262.31,32,1621,email,cpc,tablet,Sweden,London
CLIENT_695044,SESSION_000568,20230725,1,1921.5,46199.67,41,1348,google,referral,mobile,France,Malmö
CLIENT_364522,SESSION_000569,20230716,1,4234.13,46031.78,10,1026,email,organic,desktop,United States,New York
CLIENT_959004,SESSION_000570,20230728,1,3839.94,19541.88,39,727,direct,cpc,tablet,United Kingdom,New York
CLIENT_770261,SESSION_000571,20230710,2,2960.55,15004.27,34,1666,email,referral,tablet,United States,Göteborg
CLIENT_203734,SESSION_000572,20230723,2,1943.41,49127.33,9,1079,referral,referral,tablet,United Kingdom,New York
CLIENT_203200,SESSION_000573,20230731,2,2186.23,37687.59,46,1527,email,cpc,mobile,United Kingdom,London
CLIENT_288485,SESSION_000574,20230713,3,404.82,21224.69,36,325,email,none,tablet,United Kingdom,New York
CLIENT_282923,SESSION_000575,20230716,1,2380.1,21565.24,4,1033,direct,referral,desktop,United Kingdom,Stockholm
CLIENT_199087,SESSION_000576,20230717,3,2454.67,44905.63,20,178,referral,none,tablet,Sweden,New York
CLIENT_685613,SESSION_000577,20230713,2,2986.2,47585.58,32,409,referral,none,tablet,Sweden,Stockholm
CLIENT_871089,SESSION_000578,20230719,1,1825.52,1440.32,9,1265,google,referral,mobile,United Kingdom,Malmö
CLIENT_945948,SESSION_000579,20230704,3,1470.22,29949.18,2,1496,email,cpc,mobile,Germany,Malmö
CLIENT_208892,SESSION_000580,20230722,1,3215.3,29234.67,4,1591,google,cpc,tablet,France,Göteborg
CLIENT_105668,SESSION_000581,20230715,3,2091.29,36632.84,46,954,google,email,tablet,United States,Malmö
CLIENT_954935,SESSION_000582,20230726,1,658.58,15572.87,17,161,google,organic,tablet,France,Stockholm
CLIENT_280568,SESSION_000583,20230701,3,4091.85,5077.4,15,564,facebook,email,mobile,United States,Stockholm
CLIENT_856836,SESSION_000584,20230710,1,2417.0,13248.05,2,662,referral,none,tablet,France,London
CLIENT_799102,SESSION_000585,20230715,3,1302.52,49224.52,38,853,referral,none,mobile,Germany,New York
CLIENT_127532,SESSION_000586,20230716,1,4278.71,48368.88,20,1105,direct,cpc,tablet,Germany,Stockholm
CLIENT_536234,SESSION_000587,20230710,3,815.24,26390.4,9,1289,facebook,organic,tablet,United States,Göteborg
CLIENT_383774,SESSION_000588,20230723,1,2254.02,25339.96,29,471,facebook,referral,mobile,United Kingdom,Malmö
CLIENT_464889,SESSION_000589,20230726,1,1946.64,48503.76,27,1519,email,referral,desktop,Sweden,Malmö
CLIENT_710603,SESSION_000590,20230713,1,1521.1,6079.26,49,1556,google,referral,desktop,United Kingdom,New York
CLIENT_846246,SESSION_000591,20230724,1,308.79,7208.77,4,1551,google,referral,mobile,France,Malmö
CLIENT_270748,SESSION_000592,20230721,1,1531.11,9599.88,10,1146,referral,email,tablet,United States,Malmö
CLIENT_533334,SESSION_000593,20230708,1,1134.35,33176.61,35,1257,email,cpc,tablet,United Kingdom,Malmö
CLIENT_305941,SESSION_000594,20230730,3,4228.53,40875.89,2,437,referral,cpc,tablet,Germany,London
CLIENT_317030,SESSION_000595,20230711,3,1164.65,6476.79,25,833,referral,none,mobile,Germany,New York
CLIENT_613237,SESSION_000596,20230725,1,1718.83,23086.72,43,596,email,organic,desktop,Sweden,New York
CLIENT_490094,SESSION_000597,20230706,1,2914.27,5607.43,47,1298,referral,none,tablet,Sweden,New York
CLIENT_215050,SESSION_000598,20230706,3,1522.99,10637.89,20,286,google,email,tablet,France,New York
CLIENT_821241,SESSION_000599,20230714,1,4565.3,17804.41,24,1765,referral,email,tablet,Sweden,New York
CLIENT_933670,SESSION_000600,20230723,1,1450.92,5470.19,10,337,referral,email,mobile,United States,Malmö
CLIENT_452102,SESSION_000601,20230731,1,4743.62,47586.68,27,292,direct,organic,mobile,United States,Göteborg
CLIENT_188496,SESSION_000602,20230727,1,413.46,49635.52,24,1212,direct,referral,desktop,Germany,Malmö
CLIENT_852572,SESSION_000603,20230719,1,4489.02,31818.38,28,370,email,cpc,desktop,United States,London
CLIENT_568502,SESSION_000604,20230709,1,1188.17,26577.13,27,710,email,cpc,tablet,Sweden,London
CLIENT_809163,SESSION_000605,20230726,2,2140.97,9304.24,39,1140,facebook,referral,desktop,Germany,London
CLIENT_547648,SESSION_000606,20230705,1,2121.2,48987.94,32,1452,facebook,organic,tablet,France,Stockholm
CLIENT_833110,SESSION_000607,20230712,1,4464.26,5490.88,47,765,direct,referral,mobile,Sweden,Stockholm
CLIENT_697767,SESSION_000608,20230722,3,3966.39,20439.3,41,241,facebook,referral,desktop,France,New York
CLIENT_508776,SESSION_000609,20230706,2,1533.11,5011.37,32,874,email,cpc,mobile,United Kingdom,London
CLIENT_201265,SESSION_000610,20230706,1,1879.75,9028.75,8,1149,facebook,none,desktop,France,Malmö
CLIENT_157401,SESSION_000611,20230710,2,4078.19,12777.81,32,1689,facebook,cpc,mobile,France,Göteborg
CLIENT_100022,SESSION_000612,20230728,3,4982.96,36044.38,23,1636,google,none,mobile,United States,Stockholm
CLIENT_265160,SESSION_000613,20230721,1,3004.97,33508.21,26,1232,google,none,mobile,United Kingdom,Malmö
CLIENT_462007,SESSION_000614,20230710,1,3417.78,6669.23,18,356,facebook,none,mobile,Sweden,Stockholm
CLIENT_967641,SESSION_000615,20230703,1,119.1,48908.53,39,842,direct,referral,mobile,Germany,Malmö
CLIENT_207775,SESSION_000616,20230708,3,2299.07,39466.95,36,525,referral,referral,tablet,Germany,Malmö
CLIENT_774044,SESSION_000617,20230731,3,1851.51,26558.46,33,999,google,cpc,tablet,Germany,Stockholm
CLIENT_651786,SESSION_000618,20230715,2,3346.52,30129.13,26,727,email,referral,desktop,France,London
CLIENT_703885,SESSION_000619,20230701,1,3841.85,40031.9,23,953,google,email,tablet,United States,Göteborg
CLIENT_631180,SESSION_000620,20230730,3,2663.37,4421.61,2,867,direct,referral,tablet,United States,Stockholm
CLIENT_186170,SESSION_000621,20230715,1,910.04,27797.99,47,605,facebook,referral,mobile,United Kingdom,London
CLIENT_131345,SESSION_000622,20230702,1,3458.84,28096.69,46,46,google,organic,desktop,Sweden,London
CLIENT_730853,SESSION_000623,20230705,1,2775.74,44628.38,27,558,referral,cpc,desktop,France,London
CLIENT_674282,SESSION_000624,20230718,1,1027.18,38415.28,19,674,facebook,organic,mobile,United Kingdom,New York
CLIENT_238359,SESSION_000625,20230726,2,694.78,23098.58,12,1702,google,email,tablet,United Kingdom,Göteborg
CLIENT_757983,SESSION_000626,20230722,1,2858.49,21059.67,11,1787,referral,none,tablet,Germany,Malmö
CLIENT_275913,SESSION_000627,20230714,1,1218.61,32725.34,26,1624,referral,none,desktop,Germany,Stockholm
CLIENT_230203,SESSION_000628,20230719,1,2565.58,25792.98,46,1055,email,organic,mobile,United States,Göteborg
CLIENT_367522,SESSION_000629,20230713,2,386.41,10804.97,29,812,referral,referral,desktop,United Kingdom,Malmö
CLIENT_102426,SESSION_000630,20230724,1,176.26,34414.82,16,155,email,cpc,desktop,France,London
CLIENT_998850,SESSION_000631,20230729,1,3648.51,17603.68,29,1574,facebook,referral,mobile,Germany,Malmö
CLIENT_618405,SESSION_000632,20230718,2,3810.62,16102.76,23,718,referral,cpc,mobile,Germany,New York
CLIENT_670843,SESSION_000633,20230718,1,2999.82,37857.56,35,1552,google,referral,tablet,United States,Malmö
CLIENT_998838,SESSION_000634,20230717,1,1480.61,25752.9,47,985,facebook,cpc,mobile,Germany,London
CLIENT_559629,SESSION_000635,20230711,1,938.6,25299.23,33,472,direct,cpc,desktop,United States,Göteborg
CLIENT_396310,SESSION_000636,20230705,2,2593.91,36010.52,8,457,email,organic,tablet,France,New York
CLIENT_615020,SESSION_000637,20230713,3,1878.84,40202.85,32,1185,facebook,cpc,desktop,Sweden,Göteborg
CLIENT_959099,SESSION_000638,20230709,3,1709.1,34336.82,10,1630,direct,email,tablet,France,New York
CLIENT_551712,SESSION_000639,20230717,2,2991.16,31163.23,18,1067,google,cpc,tablet,Sweden,New York
CLIENT_796115,SESSION_000640,20230713,1,3754.63,17797.07,37,1371,facebook,email,desktop,France,Göteborg
CLIENT_853038,SESSION_000641,20230703,1,2273.61,9456.55,14,1116,google,none,tablet,Germany,New York
CLIENT_643312,SESSION_000642,20230720,1,2183.68,33004.88,23,404,email,none,desktop,France,New York
CLIENT_374345,SESSION_000643,20230708,2,1547.77,36092.24,44,503,referral,none,desktop,Sweden,Stockholm
CLIENT_398556,SESSION_000644,20230722,1,1249.0,6821.46,30,519,direct,referral,desktop,United States,Malmö
CLIENT_490310,SESSION_000645,20230720,1,4416.26,36338.76,24,1124,email,cpc,desktop,Sweden,New York
CLIENT_736403,SESSION_000646,20230712,3,909.39,15018.36,7,789,facebook,email,desktop,Germany,Stockholm
CLIENT_342068,SESSION_000647,20230706,1,3443.41,28464.11,42,808,direct,referral,mobile,Germany,London
CLIENT_790996,SESSION_000648,20230715,1,2143.02,22403.11,47,1761,facebook,email,tablet,Sweden,Göteborg
CLIENT_204651,SESSION_000649,20230723,1,4854.19,23134.92,14,776,facebook,organic,mobile,United Kingdom,London
CLIENT_395519,SESSION_000650,20230715,2,2817.17,33344.05,18,401,facebook,cpc,tablet,United Kingdom,New York
CLIENT_195909,SESSION_000651,20230720,1,1677.73,46740.74,41,1568,email,organic,tablet,United Kingdom,London
CLIENT_188593,SESSION_000652,20230707,2,3000.77,25909.42,35,1327,email,cpc,desktop,Germany,Göteborg
CLIENT_764108,SESSION_000653,20230731,1,651.26,1705.69,39,940,referral,none,mobile,United Kingdom,Göteborg
CLIENT_133881,SESSION_000654,20230726,3,4146.88,48703.94,34,431,google,cpc,tablet,Germany,New York
CLIENT_935903,SESSION_000655,20230725,1,957.33,37737.09,50,1430,google,cpc,tablet,Germany,Stockholm
CLIENT_616696,SESSION_000656,20230711,3,2247.99,24364.48,6,1357,facebook,cpc,mobile,Sweden,Göteborg
CLIENT_814108,SESSION_000657,20230702,1,3652.87,2479.01,25,1441,facebook,email,desktop,Sweden,Malmö
CLIENT_945765,SESSION_000658,20230724,3,4802.16,12721.96,39,1286,referral,email,mobile,Sweden,Stockholm
CLIENT_915640,SESSION_000659,20230725,1,2930.24,8322.75,16,468,email,email,mobile,United States,London
CLIENT_276292,SESSION_000660,20230719,3,2869.19,25375.96,26,107,direct,none,tablet,France,New York
CLIENT_780478,SESSION_000661,20230717,2,175.26,5493.5,34,379,email,cpc,mobile,Germany,Göteborg
CLIENT_197313,SESSION_000662,20230716,1,2513.51,11140.28,11,1000,direct,referral,tablet,Germany,New York
CLIENT_394170,SESSION_000663,20230720,2,3927.77,49437.71,20,114,google,referral,mobile,United States,Göteborg
CLIENT_659104,SESSION_000664,20230705,1,4114.57,4539.36,19,937,email,organic,mobile,United Kingdom,Malmö
CLIENT_417138,SESSION_000665,20230717,2,3270.99,12954.93,33,1215,email,cpc,mobile,France,London
CLIENT_211066,SESSION_000666,20230707,3,2890.64,6210.22,18,1230,referral,email,tablet,Germany,Malmö
CLIENT_456603,SESSION_000667,20230724,3,3442.22,45835.61,45,1355,email,referral,mobile,United Kingdom,New York
CLIENT_441170,SESSION_000668,20230723,1,2560.12,36546.31,22,1589,referral,organic,tablet,France,New York
CLIENT_972977,SESSION_000669,20230730,1,1544.53,45459.44,43,548,facebook,referral,desktop,United Kingdom,Göteborg
CLIENT_395250,SESSION_000670,20230724,2,3666.81,37599.04,28,392,facebook,referral,mobile,Sweden,Malmö
CLIENT_906138,SESSION_000671,20230713,1,2571.13,46590.24,5,975,direct,email,desktop,United Kingdom,Malmö
CLIENT_894623,SESSION_000672,20230716,1,4613.93,45590.53,42,440,google,referral,mobile,Germany,Göteborg
CLIENT_284674,SESSION_000673,20230711,1,1660.8,14203.26,20,1774,email,none,tablet,United Kingdom,Stockholm
CLIENT_212868,SESSION_000674,20230708,2,2267.08,49389.15,15,483,referral,organic,mobile,Sweden,Malmö
CLIENT_751174,SESSION_000675,20230711,3,581.56,34520.74,18,690,google,organic,tablet,Germany,Göteborg
CLIENT_322138,SESSION_000676,20230721,1,812.89,36371.51,29,1756,google,none,desktop,United States,Göteborg
CLIENT_504136,SESSION_000677,20230731,3,2316.0,27176.93,8,1139,referral,referral,tablet,United States,Göteborg
CLIENT_726724,SESSION_000678,20230704,1,2342.61,44740.13,27,1306,direct,email,tablet,Germany,Göteborg
CLIENT_832821,SESSION_000679,20230719,1,4779.26,44216.39,42,1676,google,organic,tablet,Germany,Stockholm
CLIENT_516805,SESSION_000680,20230720,1,4948.58,1623.9,5,885,email,cpc,tablet,United States,London
CLIENT_251007,SESSION_000681,20230712,3,4137.19,26666.76,33,879,referral,email,tablet,United States,London
CLIENT_285478,SESSION_000682,20230701,1,3560.37,44367.54,29,1519,referral,email,tablet,United Kingdom,Stockholm
CLIENT_737246,SESSION_000683,20230718,1,3397.95,12050.76,6,1110,email,organic,desktop,United States,Malmö
CLIENT_210837,SESSION_000684,20230720,2,2270.04,11242.27,28,1191,referral,cpc,desktop,United Kingdom,London
CLIENT_786369,SESSION_000685,20230720,2,814.59,23104.65,50,306,google,referral,tablet,France,Stockholm
CLIENT_608717,SESSION_000686,20230714,1,2600.92,39350.6,23,1510,referral,cpc,desktop,United Kingdom,Göteborg
CLIENT_530959,SESSION_000687,20230709,1,2466.43,40215.48,47,1239,facebook,none,mobile,Germany,Malmö
CLIENT_653323,SESSION_000688,20230704,1,4575.82,1783.52,15,1654,referral,organic,tablet,Sweden,New York
CLIENT_149035,SESSION_000689,20230719,2,4557.56,3453.41,24,1376,referral,organic,mobile,France,Göteborg
CLIENT_267240,SESSION_000690,20230712,1,2965.89,5106.74,3,1293,facebook,none,desktop,Sweden,Stockholm
CLIENT_145018,SESSION_000691,20230718,1,1581.83,32182.06,48,944,referral,none,mobile,United Kingdom,Stockholm
CLIENT_675614,SESSION_000692,20230725,1,3184.51,23032.25,33,1424,email,organic,desktop,Sweden,Stockholm
CLIENT_472112,SESSION_000693,20230702,1,4209.96,40018.68,37,536,google,cpc,mobile,United Kingdom,Stockholm
CLIENT_122407,SESSION_000694,20230726,1,3964.18,16628.77,18,131,facebook,none,tablet,France,London
CLIENT_717831,SESSION_000695,20230721,3,4882.81,16034.33,9,1608,direct,cpc,mobile,Germany,Malmö
CLIENT_206986,SESSION_000696,20230706,3,4178.05,24757.73,44,40,referral,email,tablet,United Kingdom,New York
CLIENT_402998,SESSION_000697,20230708,1,1846.08,37126.72,15,376,facebook,email,mobile,France,Göteborg
CLIENT_357145,SESSION_000698,20230731,1,1998.34,36653.87,35,71,google,email,tablet,Germany,London
CLIENT_299559,SESSION_000699,20230726,3,1323.08,13493.15,21,1106,facebook,email,mobile,United Kingdom,New York
CLIENT_158038,SESSION_000700,20230704,3,1608.95,11139.09,36,1018,referral,organic,desktop,United States,Malmö
CLIENT_256039,SESSION_000701,20230721,3,2864.49,46961.38,33,712,direct,referral,desktop,Germany,Göteborg
CLIENT_826733,SESSION_000702,20230727,1,4451.96,35347.42,45,1341,facebook,email,mobile,Sweden,Stockholm
CLIENT_835254,SESSION_000703,20230719,2,4468.0,6817.72,24,1262,direct,cpc,tablet,Sweden,Göteborg
CLIENT_257529,SESSION_000704,20230703,1,1729.92,7360.55,40,586,referral,referral,tablet,Sweden,Stockholm
CLIENT_576793,SESSION_000705,20230712,1,866.47,42377.95,3,1581,google,cpc,mobile,United States,Göteborg
CLIENT_469392,SESSION_000706,20230704,1,3304.44,9768.61,29,1526,referral,cpc,mobile,United States,Malmö
CLIENT_676103,SESSION_000707,20230714,1,2590.86,43675.53,47,1574,email,referral,desktop,France,London
CLIENT_486795,SESSION_000708,20230716,3,2268.67,3401.78,31,287,direct,cpc,mobile,United States,London
CLIENT_212488,SESSION_000709,20230721,2,183.39,43086.4,47,1330,facebook,email,desktop,Sweden,Malmö
CLIENT_235689,SESSION_000710,20230706,1,621.6,15628.26,30,1543,google,referral,desktop,Germany,London
CLIENT_533300,SESSION_000711,20230711,2,153.34,20254.88,38,1027,google,referral,desktop,Sweden,Stockholm
CLIENT_101108,SESSION_000712,20230701,3,3121.41,8382.16,46,1146,referral,none,tablet,Germany,New York
CLIENT_326224,SESSION_000713,20230708,3,1073.08,25706.33,29,777,direct,organic,mobile,Germany,Malmö
CLIENT_495624,SESSION_000714,20230703,1,4746.97,32553.82,21,432,facebook,cpc,mobile,Germany,Göteborg
CLIENT_685485,SESSION_000715,20230706,3,787.61,46298.16,37,278,email,cpc,desktop,United States,Stockholm
CLIENT_542724,SESSION_000716,20230702,1,2891.89,34365.37,28,1422,direct,organic,mobile,Germany,Stockholm
CLIENT_486894,SESSION_000717,20230723,1,4635.38,47247.39,43,1487,referral,none,desktop,Germany,Göteborg
CLIENT_914295,SESSION_000718,20230722,1,3700.57,16788.49,23,298,google,organic,mobile,Germany,London
CLIENT_777606,SESSION_000719,20230725,1,4928.9,31202.51,30,203,referral,email,mobile,France,London
CLIENT_924322,SESSION_000720,20230709,1,527.31,46496.95,6,866,facebook,organic,desktop,Germany,London
CLIENT_559854,SESSION_000721,20230710,1,796.74,34238.76,35,1335,referral,email,desktop,United States,Stockholm
CLIENT_272607,SESSION_000722,20230723,1,3274.37,36406.91,37,766,referral,organic,desktop,Germany,New York
CLIENT_421178,SESSION_000723,20230715,3,4243.52,49687.95,35,30,email,organic,tablet,Sweden,Malmö
CLIENT_913488,SESSION_000724,20230702,1,1062.54,25160.9,17,75,facebook,cpc,mobile,Sweden,New York
CLIENT_582685,SESSION_000725,20230703,1,4307.94,26514.1,28,1697,google,organic,desktop,France,Stockholm
CLIENT_967954,SESSION_000726,20230717,2,211.54,16181.05,7,37,google,none,mobile,Germany,Malmö
CLIENT_295025,SESSION_000727,20230730,1,634.98,48717.93,17,831,email,organic,mobile,Sweden,Stockholm
CLIENT_537966,SESSION_000728,20230730,2,4052.32,30949.9,3,1420,google,cpc,mobile,United States,Malmö
CLIENT_658458,SESSION_000729,20230723,1,1497.89,27627.99,48,984,referral,referral,desktop,Sweden,Stockholm
CLIENT_166699,SESSION_000730,20230724,3,975.16,29956.21,24,101,referral,email,mobile,Germany,Göteborg
CLIENT_462403,SESSION_000731,20230712,1,2386.54,33051.22,9,1161,email,email,tablet,United States,Malmö
CLIENT_982549,SESSION_000732,20230717,1,4005.45,16058.82,36,1110,direct,email,desktop,United Kingdom,Göteborg
CLIENT_708642,SESSION_000733,20230703,1,2492.06,8248.02,10,1112,referral,email,mobile,France,New York
CLIENT_730615,SESSION_000734,20230724,2,455.0,18892.39,20,690,email,organic,desktop,United Kingdom,London
CLIENT_956523,SESSION_000735,20230708,3,2122.36,8365.19,39,1183,facebook,organic,tablet,Sweden,Stockholm
CLIENT_740167,SESSION_000736,20230705,1,4731.09,18022.58,21,577,email,organic,tablet,Sweden,London
CLIENT_873218,SESSION_000737,20230704,2,1817.78,10267.0,23,1214,referral,email,mobile,Germany,Stockholm
CLIENT_251105,SESSION_000738,20230721,1,4030.42,40452.08,46,1586,email,referral,desktop,Germany,London
CLIENT_465585,SESSION_000739,20230705,1,1451.0,8023.49,27,99,referral,none,tablet,France,Stockholm
CLIENT_155172,SESSION_000740,20230711,3,3496.63,20099.9,4,298,referral,organic,mobile,United States,Stockholm
CLIENT_742075,SESSION_000741,20230731,1,3033.35,18898.94,13,957,direct,none,mobile,France,Malmö
CLIENT_692548,SESSION_000742,20230730,1,3426.5,24523.21,39,994,direct,cpc,tablet,Germany,Malmö
CLIENT_426559,SESSION_000743,20230711,1,2851.44,42254.77,13,1434,direct,cpc,desktop,United States,New York
CLIENT_947479,SESSION_000744,20230705,3,2419.87,3737.47,45,1472,direct,referral,desktop,Germany,Göteborg
CLIENT_903882,SESSION_000745,20230726,1,956.37,40370.94,6,1073,email,none,mobile,United States,New York
CLIENT_441458,SESSION_000746,20230723,3,3458.53,11705.88,9,1044,facebook,none,desktop,France,Göteborg
CLIENT_803428,SESSION_000747,20230707,2,4081.33,18783.51,21,1772,email,cpc,mobile,United Kingdom,London
CLIENT_556387,SESSION_000748,20230701,1,4238.38,18103.02,19,1018,facebook,none,tablet,Sweden,New York
CLIENT_949711,SESSION_000749,20230704,3,4876.03,20901.99,38,1775,google,organic,tablet,Sweden,Stockholm
