service_date,trip_distance,fare_amount_sek,total_amount_sek,payment_type,passenger_count
2023-06-19,12.8,1985.72,2020.9,Mobile Payment,1
2023-06-29,9.2,1554.46,1807.8,Cash,2
2023-06-03,10.49,1709.25,2087.13,Mobile Payment,4
2023-06-20,10.44,1702.48,1935.08,Mobile Payment,1
2023-07-01,9.36,1573.55,1659.04,Cash,3
2023-06-28,18.65,2688.36,2722.25,Mobile Payment,4
2023-06-29,22.0,3089.83,3434.33,Cash,3
2023-06-22,24.69,3412.53,3772.86,Credit Card,4
2023-06-21,6.94,1283.18,1283.72,Mobile Payment,2
2023-06-19,8.25,1439.65,1792.98,Mobile Payment,4
2023-06-11,10.67,1729.98,1919.88,Credit Card,3
2023-06-29,5.06,1057.29,1210.65,Mobile Payment,2
2023-06-11,23.65,3288.05,3895.63,Cash,2
2023-06-17,9.03,1533.09,1898.96,Cash,4
2023-06-22,16.1,2381.63,2465.72,Cash,1
2023-06-29,23.94,3322.25,3867.7,Cash,3
2023-06-27,13.55,2076.51,2122.2,Mobile Payment,2
2023-06-23,2.27,722.41,735.72,Credit Card,3
2023-06-07,6.24,1198.9,1285.44,Credit Card,3
2023-06-03,16.29,2404.6,2743.61,Cash,1
2023-06-02,22.85,3192.57,3629.56,Mobile Payment,3
2023-06-07,6.41,1218.66,1476.8,Cash,2
2023-06-13,17.66,2568.64,2874.32,Cash,2
2023-06-07,15.39,2296.31,2723.95,Mobile Payment,1
2023-06-24,19.95,2843.52,2875.98,Mobile Payment,1
2023-06-25,4.51,990.78,1002.55,Cash,1
2023-07-01,13.04,2015.4,2341.16,Mobile Payment,1
2023-06-04,13.23,2037.65,2074.04,Credit Card,3
2023-06-17,1.21,594.84,704.37,Cash,2
2023-06-05,9.97,1646.98,1713.38,Credit Card,3
2023-06-12,23.99,3329.22,4083.67,Mobile Payment,4
2023-06-07,4.2,953.54,1044.64,Mobile Payment,3
2023-06-15,17.13,2505.03,2967.79,Mobile Payment,2
2023-06-07,14.42,2180.43,2667.5,Mobile Payment,2
2023-06-20,21.86,3073.58,3611.69,Credit Card,1
2023-06-19,16.19,2392.77,2969.05,Credit Card,4
2023-06-21,8.55,1475.89,1777.64,Mobile Payment,2
2023-06-27,10.54,1715.06,1742.17,Credit Card,1
2023-06-23,13.98,2127.79,2330.52,Cash,1
2023-06-01,13.11,2023.3,2219.13,Cash,1
2023-06-25,4.7,1014.54,1168.97,Credit Card,1
2023-06-11,24.08,3340.14,3700.69,Cash,4
2023-06-14,17.37,2534.62,2795.21,Cash,2
2023-06-12,7.55,1356.57,1490.17,Credit Card,4
2023-06-07,14.76,2221.05,2338.97,Credit Card,2
2023-06-02,22.86,3193.76,3286.45,Mobile Payment,2
2023-06-28,14.06,2137.44,2262.09,Credit Card,1
2023-06-26,22.1,3101.61,3738.09,Cash,3
2023-07-01,6.49,1228.21,1249.49,Mobile Payment,1
2023-06-22,13.3,2046.41,2380.7,Credit Card,1
2023-06-10,14.61,2203.44,2691.99,Mobile Payment,1
2023-06-23,10.45,1704.46,2082.99,Credit Card,2
2023-06-30,20.85,2952.14,3585.62,Cash,2
2023-06-13,23.5,3270.48,3862.11,Credit Card,2
2023-06-09,9.18,1551.56,1737.16,Mobile Payment,3
2023-06-14,8.97,1526.7,1845.76,Credit Card,2
2023-06-12,1.74,658.92,742.61,Credit Card,3
2023-06-18,13.2,2034.11,2195.88,Credit Card,1
2023-06-29,6.77,1262.68,1372.81,Cash,1
2023-06-22,10.1,1662.3,1813.18,Credit Card,1
2023-06-01,4.39,976.32,1211.74,Credit Card,1
2023-06-13,7.09,1300.73,1422.73,Cash,1
2023-06-26,16.69,2452.24,2890.86,Credit Card,4
2023-06-12,8.59,1481.36,1540.73,Cash,2
2023-06-08,5.29,1084.5,1346.52,Mobile Payment,3
2023-06-26,16.2,2394.26,2785.93,Cash,3
2023-06-20,24.82,3428.23,3595.34,Credit Card,3
2023-06-19,17.53,2553.14,2590.99,Credit Card,3
2023-06-29,18.34,2651.13,2710.26,Cash,2
2023-06-07,24.41,3378.91,3657.69,Credit Card,2
2023-06-15,17.2,2514.47,2575.67,Credit Card,3
2023-06-08,8.24,1438.6,1502.13,Mobile Payment,3
2023-06-25,12.18,1911.8,2250.34,Credit Card,3
2023-06-17,7.81,1387.74,1484.24,Credit Card,1
2023-06-19,17.01,2490.83,2670.11,Cash,1
2023-06-12,22.55,3155.55,3726.83,Credit Card,1
2023-06-10,23.68,3291.55,3381.4,Mobile Payment,1
2023-06-02,7.35,1331.88,1490.87,Credit Card,1
2023-06-01,2.96,805.71,947.66,Cash,2
2023-06-04,15.72,2336.51,2828.96,Cash,3
2023-06-19,7.19,1312.52,1507.24,Credit Card,1
2023-06-04,10.18,1671.17,1916.44,Mobile Payment,4
2023-06-25,8.42,1460.0,1669.69,Cash,1
2023-06-11,3.39,857.39,905.71,Cash,4
2023-06-24,13.61,2083.12,2351.7,Cash,2
2023-06-03,13.57,2078.81,2127.69,Cash,3
2023-06-03,23.98,3327.13,3997.69,Mobile Payment,1
2023-06-30,22.21,3115.75,3387.17,Mobile Payment,3
2023-06-17,16.87,2474.85,2963.15,Credit Card,1
2023-06-08,4.85,1032.58,1085.97,Credit Card,3
2023-06-02,14.8,2226.17,2596.11,Mobile Payment,4
2023-06-15,5.53,1113.75,1241.3,Mobile Payment,4
2023-06-29,2.3,725.67,786.56,Credit Card,2
2023-06-25,17.66,2569.74,2866.5,Credit Card,1
2023-06-13,12.5,1949.71,2065.94,Mobile Payment,4
2023-06-06,20.6,2922.22,3156.65,Cash,2
2023-06-11,10.34,1690.41,2070.7,Mobile Payment,3
2023-06-28,9.23,1557.37,1938.03,Cash,2
2023-06-15,9.5,1589.82,1653.03,Credit Card,2
2023-06-26,7.6,1362.09,1675.88,Credit Card,2
2023-06-06,1.2,593.41,709.18,Mobile Payment,1
2023-06-12,4.12,944.01,953.79,Cash,1
2023-06-12,15.19,2272.27,2346.72,Credit Card,3
2023-06-28,21.96,3084.99,3593.35,Cash,1
2023-06-08,15.85,2352.2,2667.96,Mobile Payment,3
2023-06-22,11.39,1817.39,1846.22,Mobile Payment,2
2023-06-19,0.55,515.52,631.98,Credit Card,1
2023-06-11,2.1,702.52,799.44,Credit Card,2
2023-06-28,19.71,2815.59,3152.94,Mobile Payment,4
2023-06-15,4.94,1042.85,1077.02,Cash,2
2023-06-20,22.15,3107.88,3326.79,Credit Card,4
2023-06-09,5.81,1146.64,1399.68,Credit Card,3
2023-06-19,23.63,3286.17,4033.99,Credit Card,2
2023-06-19,19.98,2847.88,3089.25,Cash,4
2023-06-26,21.73,3058.04,3670.3,Mobile Payment,1
2023-06-04,1.03,573.12,590.21,Cash,2
2023-06-13,22.24,3118.95,3184.67,Cash,2
2023-07-01,18.46,2665.59,2854.84,Cash,2
2023-06-10,17.12,2504.52,3115.78,Credit Card,4
2023-06-09,4.28,963.55,1061.4,Credit Card,4
2023-06-21,18.48,2667.71,2705.79,Cash,4
2023-06-12,13.25,2039.95,2076.86,Mobile Payment,2
2023-06-30,7.67,1369.97,1429.25,Mobile Payment,1
2023-06-21,19.25,2760.36,3148.46,Credit Card,3
2023-06-14,13.93,2121.63,2326.92,Cash,1
2023-06-11,23.1,3221.55,3399.4,Mobile Payment,4
2023-06-17,15.3,2285.51,2610.83,Credit Card,1
2023-06-21,15.66,2329.33,2580.88,Credit Card,3
2023-06-30,20.19,2872.31,3050.38,Credit Card,1
2023-06-12,4.07,938.26,973.12,Cash,3
2023-06-12,2.79,784.4,975.77,Mobile Payment,2
2023-06-07,24.5,3389.56,3600.48,Mobile Payment,1
2023-06-29,3.15,827.49,852.17,Mobile Payment,3
2023-06-19,2.47,745.97,776.56,Mobile Payment,4
2023-06-24,17.18,2511.54,3021.08,Mobile Payment,2
2023-06-19,20.06,2857.61,3000.56,Credit Card,4
2023-06-29,16.55,2436.53,2740.99,Cash,1
2023-06-30,16.1,2381.81,2505.25,Credit Card,4
2023-06-17,4.99,1049.14,1251.1,Cash,1
2023-06-04,23.56,3277.52,3284.88,Mobile Payment,4
2023-06-16,6.99,1289.33,1387.94,Credit Card,2
2023-06-28,17.52,2551.92,2664.91,Mobile Payment,1
2023-06-04,21.82,3067.89,3637.95,Credit Card,3
2023-06-02,13.14,2026.36,2251.6,Credit Card,1
2023-06-02,12.91,1999.29,2341.2,Mobile Payment,1
2023-06-13,23.18,3231.8,3759.07,Cash,3
2023-06-10,6.93,1281.01,1395.2,Credit Card,2
2023-06-29,16.53,2434.14,2625.65,Credit Card,4
2023-06-26,17.45,2544.05,3070.13,Cash,3
2023-06-26,8.56,1476.62,1591.98,Mobile Payment,1
2023-06-15,13.63,2085.87,2539.34,Credit Card,2
2023-06-25,15.78,2344.04,2599.63,Cash,1
2023-06-03,22.37,3134.98,3714.45,Credit Card,1
2023-06-10,4.62,1004.74,1151.2,Mobile Payment,3
2023-06-17,12.83,1989.93,2312.23,Cash,2
2023-06-13,17.64,2566.54,2805.33,Mobile Payment,1
2023-06-12,4.28,963.22,1169.49,Credit Card,3
2023-06-06,24.57,3397.88,3411.7,Mobile Payment,4
2023-06-05,7.74,1378.76,1620.73,Credit Card,1
2023-06-17,17.84,2591.26,2981.2,Credit Card,2
2023-06-28,10.94,1762.71,2171.47,Credit Card,3
2023-06-11,18.84,2710.86,2734.19,Cash,2
2023-06-23,4.69,1012.52,1058.61,Cash,2
2023-06-23,24.97,3446.18,3609.15,Cash,1
2023-06-22,20.95,2964.59,3083.42,Credit Card,4
2023-06-30,10.74,1738.25,1988.67,Mobile Payment,3
2023-06-08,7.37,1333.84,1634.35,Mobile Payment,3
2023-06-08,24.85,3431.47,3705.29,Mobile Payment,1
2023-06-03,14.96,2244.97,2703.45,Credit Card,3
2023-06-17,24.71,3414.74,3795.86,Mobile Payment,4
2023-06-20,20.93,2961.22,3123.59,Cash,1
2023-06-28,20.26,2880.72,3284.84,Cash,2
2023-06-24,17.18,2511.01,2606.69,Credit Card,4
2023-06-20,10.84,1751.39,2026.2,Credit Card,2
2023-06-11,12.26,1920.7,2248.76,Credit Card,1
2023-06-07,17.34,2530.25,2976.66,Cash,3
2023-06-29,15.8,2346.07,2499.28,Cash,1
2023-06-14,5.4,1097.46,1344.04,Credit Card,2
2023-06-12,13.22,2036.42,2211.35,Mobile Payment,1
2023-06-30,17.58,2559.26,2736.9,Cash,3
2023-06-02,20.55,2916.37,3526.12,Mobile Payment,2
2023-06-21,24.07,3338.81,3756.76,Mobile Payment,4
2023-06-09,11.75,1859.99,2151.26,Cash,4
2023-06-09,1.24,598.44,685.36,Cash,1
2023-06-05,5.8,1145.51,1420.54,Credit Card,2
2023-06-24,20.81,2947.52,3192.61,Cash,3
2023-06-15,14.03,2133.35,2449.72,Cash,4
2023-06-06,6.08,1180.12,1417.4,Mobile Payment,3
2023-06-24,8.45,1464.57,1666.06,Credit Card,2
2023-06-12,8.11,1422.97,1503.11,Mobile Payment,3
2023-06-24,18.54,2675.22,3327.73,Mobile Payment,1
2023-06-26,4.29,965.37,976.59,Cash,4
2023-06-10,18.09,2621.27,2995.49,Credit Card,2
2023-06-30,10.17,1670.04,1899.2,Credit Card,1
2023-06-30,20.75,2940.29,3537.86,Cash,3
2023-06-18,17.76,2581.04,2758.7,Mobile Payment,4
2023-06-08,2.94,802.8,941.3,Mobile Payment,2
2023-06-07,16.73,2457.47,2516.07,Mobile Payment,3
2023-06-20,8.34,1451.06,1687.07,Cash,1
2023-06-17,14.64,2207.04,2607.94,Credit Card,1
2023-06-20,19.16,2748.66,3174.89,Mobile Payment,2
2023-06-22,3.09,820.48,843.86,Mobile Payment,3
2023-06-03,20.89,2956.57,3412.68,Cash,1
2023-06-29,23.55,3275.47,3754.85,Mobile Payment,4
2023-06-01,13.4,2057.64,2399.41,Cash,1
2023-06-21,12.43,1942.0,2324.02,Mobile Payment,2
2023-06-23,7.02,1292.79,1475.62,Credit Card,3
2023-06-03,16.0,2370.39,2435.67,Mobile Payment,4
2023-06-28,6.6,1242.57,1402.29,Cash,2
2023-06-04,23.63,3285.36,3719.08,Mobile Payment,2
2023-06-15,4.63,1006.02,1145.71,Cash,3
2023-06-18,18.88,2715.22,3196.12,Credit Card,1
2023-06-29,17.85,2591.88,2793.28,Mobile Payment,1
2023-06-11,17.09,2501.39,2822.54,Mobile Payment,3
2023-06-18,11.6,1842.2,2280.0,Cash,3
2023-06-21,2.84,791.01,969.54,Mobile Payment,2
2023-06-29,15.11,2262.83,2267.34,Mobile Payment,4
2023-06-25,7.22,1316.21,1367.45,Cash,3
2023-06-02,11.13,1785.32,2030.65,Credit Card,4
2023-06-24,11.41,1819.52,2245.57,Credit Card,4
2023-06-22,1.0,570.19,605.46,Credit Card,1
2023-06-01,12.2,1914.01,1999.01,Mobile Payment,3
2023-06-18,23.17,3230.59,3900.27,Credit Card,4
2023-06-12,19.05,2735.46,2857.03,Credit Card,4
2023-06-24,2.83,790.08,816.06,Credit Card,3
2023-06-02,15.72,2336.9,2818.31,Cash,2
2023-06-28,17.61,2563.42,2741.56,Credit Card,2
2023-06-26,10.76,1741.72,1778.86,Mobile Payment,2
2023-06-07,12.84,1990.61,2483.68,Mobile Payment,2
2023-06-21,17.77,2581.94,2830.67,Cash,2
2023-06-19,15.5,2309.5,2668.78,Credit Card,1
2023-06-13,10.9,1757.92,2191.84,Cash,3
2023-06-08,7.12,1304.05,1358.5,Mobile Payment,3
2023-06-01,22.57,3158.28,3590.89,Credit Card,4
2023-06-27,17.22,2516.99,2827.22,Mobile Payment,1
2023-06-21,21.85,3071.77,3249.45,Mobile Payment,1
2023-06-18,9.85,1631.53,1879.79,Cash,1
2023-06-21,13.75,2100.03,2153.64,Cash,4
2023-06-15,6.19,1192.2,1326.11,Mobile Payment,4
2023-06-04,11.58,1839.94,1870.77,Mobile Payment,1
2023-06-21,6.8,1265.86,1451.09,Cash,1
2023-06-18,2.04,694.76,722.64,Mobile Payment,4
2023-06-14,0.74,538.8,563.25,Cash,1
2023-06-15,8.56,1477.19,1755.69,Cash,3
2023-06-15,16.89,2476.63,2914.71,Mobile Payment,2
2023-06-03,12.55,1955.55,2067.26,Credit Card,1
2023-06-18,22.61,3163.01,3939.53,Credit Card,2
2023-06-18,8.82,1508.48,1688.65,Cash,2
2023-06-02,2.49,748.92,768.48,Credit Card,3
2023-06-03,13.82,2108.63,2505.2,Credit Card,4
2023-06-12,11.37,1813.81,2264.54,Cash,3
2023-06-30,3.86,913.55,1092.6,Cash,4
2023-06-06,10.1,1661.54,1933.45,Credit Card,4
2023-06-30,0.67,530.13,662.58,Mobile Payment,4
2023-06-02,13.07,2017.97,2167.51,Mobile Payment,4
2023-06-09,24.09,3340.7,4026.97,Mobile Payment,3
2023-06-09,12.31,1927.04,1989.28,Cash,3
2023-06-27,3.33,850.05,1060.28,Credit Card,2
2023-06-30,17.71,2574.73,2666.11,Cash,3
2023-06-13,16.07,2377.93,2677.32,Credit Card,4
2023-06-08,11.21,1795.74,2127.38,Cash,4
2023-06-15,6.47,1226.77,1445.27,Credit Card,3
2023-06-06,1.09,580.59,684.38,Mobile Payment,4
2023-06-06,10.47,1706.76,1806.72,Cash,3
2023-06-13,1.24,598.84,604.65,Credit Card,1
2023-06-09,6.27,1202.6,1407.42,Cash,3
2023-06-04,15.81,2346.79,2408.72,Mobile Payment,1
2023-06-10,1.47,626.28,686.92,Cash,1
2023-06-21,9.04,1535.36,1606.36,Cash,2
2023-06-22,14.95,2244.42,2514.4,Cash,2
2023-06-16,0.65,527.74,625.95,Cash,3
2023-06-06,19.03,2733.43,3229.99,Mobile Payment,3
2023-06-09,10.7,1734.07,2089.14,Mobile Payment,2
2023-06-20,13.85,2111.71,2550.37,Mobile Payment,3
2023-06-15,12.73,1977.58,2437.62,Credit Card,2
2023-06-24,14.62,2204.48,2711.13,Mobile Payment,4
2023-06-02,6.71,1254.67,1466.68,Mobile Payment,3
2023-06-16,12.8,1986.24,2245.63,Mobile Payment,2
2023-06-20,3.51,871.67,1081.92,Mobile Payment,2
2023-06-06,22.55,3155.79,3486.33,Mobile Payment,2
2023-06-01,23.75,3299.69,3824.9,Mobile Payment,4
2023-06-25,16.15,2387.59,2927.06,Mobile Payment,4
2023-06-29,11.09,1780.7,2080.93,Credit Card,2
2023-06-02,3.71,894.74,952.95,Cash,3
2023-06-04,10.13,1665.1,2053.15,Cash,3
2023-06-14,16.89,2477.31,2553.7,Credit Card,2
2023-06-14,21.51,3031.77,3158.16,Cash,4
2023-06-26,21.91,3079.17,3427.02,Mobile Payment,3
2023-06-17,6.07,1178.19,1358.09,Credit Card,2
2023-06-07,16.07,2378.69,2513.03,Cash,2
2023-06-01,8.94,1523.38,1608.96,Credit Card,2
2023-06-17,2.02,691.81,768.09,Mobile Payment,2
2023-06-21,17.42,2539.81,2817.59,Credit Card,1
2023-06-25,24.51,3390.78,3972.13,Cash,2
2023-06-15,22.24,3118.72,3859.41,Credit Card,1
2023-06-28,24.45,3384.37,3467.6,Credit Card,3
2023-06-06,19.13,2746.13,3356.3,Credit Card,4
2023-06-06,3.87,913.83,959.85,Cash,1
2023-06-11,9.48,1587.05,1715.91,Mobile Payment,1
2023-06-02,2.48,748.11,805.38,Credit Card,4
2023-06-07,11.81,1867.29,2267.83,Cash,1
2023-06-09,6.46,1225.05,1269.73,Credit Card,4
2023-06-19,8.14,1426.86,1586.14,Credit Card,3
2023-06-22,24.78,3423.62,4033.05,Credit Card,3
2023-06-20,20.11,2862.79,3186.08,Cash,1
2023-06-13,24.87,3434.38,3530.25,Credit Card,2
2023-06-05,22.66,3169.72,3398.47,Cash,1
2023-06-16,6.21,1195.7,1269.94,Cash,2
2023-06-14,2.03,693.77,852.67,Mobile Payment,1
2023-06-26,14.82,2228.42,2421.78,Mobile Payment,4
2023-06-30,3.68,891.28,1027.14,Mobile Payment,2
2023-06-06,24.79,3424.99,3922.47,Mobile Payment,2
2023-06-29,0.98,567.4,642.49,Mobile Payment,4
2023-06-26,16.35,2412.01,2690.96,Mobile Payment,2
2023-06-21,12.64,1967.32,2443.18,Cash,1
2023-06-27,11.6,1841.45,1940.98,Cash,2
2023-06-22,10.94,1762.58,1782.75,Cash,4
2023-06-27,15.81,2346.65,2737.34,Cash,1
2023-06-16,10.4,1698.15,1920.7,Cash,1
2023-06-07,5.42,1100.89,1263.47,Credit Card,4
2023-06-22,20.97,2965.84,2989.62,Mobile Payment,4
2023-06-03,2.08,699.96,777.29,Cash,3
2023-06-14,19.39,2777.31,3048.0,Mobile Payment,1
2023-06-28,23.77,3301.88,3893.88,Cash,3
2023-06-23,1.19,592.35,601.92,Cash,1
2023-06-22,7.98,1407.28,1590.07,Cash,4
2023-06-08,11.37,1814.17,1879.16,Cash,4
2023-06-19,23.94,3322.47,4151.35,Credit Card,3
2023-06-19,1.66,649.65,723.21,Mobile Payment,4
2023-06-29,5.06,1057.31,1189.13,Cash,2
2023-06-06,19.75,2819.87,3172.67,Mobile Payment,1
2023-06-15,5.74,1139.0,1277.06,Credit Card,1
2023-06-25,18.53,2673.75,2848.06,Cash,2
2023-06-26,11.4,1818.19,1893.02,Mobile Payment,1
2023-06-11,14.1,2142.04,2568.4,Credit Card,3
2023-07-01,7.92,1400.76,1729.5,Credit Card,2
2023-06-03,23.37,3254.89,3740.41,Mobile Payment,1
2023-06-27,17.08,2500.04,2775.39,Cash,3
2023-06-21,20.43,2901.5,3094.77,Credit Card,3
2023-06-04,11.55,1836.0,2193.34,Credit Card,2
2023-06-06,15.21,2275.65,2761.36,Cash,2
2023-06-18,1.39,617.15,644.07,Cash,4
2023-06-05,12.44,1943.0,2235.2,Cash,3
2023-06-01,2.82,788.98,931.79,Mobile Payment,4
2023-06-20,16.51,2431.61,2586.65,Credit Card,3
2023-06-08,18.57,2677.89,2892.67,Credit Card,2
2023-06-21,19.64,2806.8,3373.65,Cash,3
2023-06-10,18.11,2623.75,2679.61,Cash,3
2023-07-01,8.37,1454.48,1688.02,Credit Card,2
2023-06-02,22.32,3128.87,3476.38,Mobile Payment,4
2023-06-14,20.34,2890.53,2937.92,Cash,1
2023-06-10,18.96,2725.14,3264.6,Mobile Payment,4
2023-06-29,2.52,752.57,871.84,Cash,1
2023-06-30,17.68,2571.45,3204.05,Credit Card,1
2023-06-13,23.81,3306.65,3527.74,Credit Card,2
2023-06-04,7.79,1384.55,1630.97,Cash,2
2023-06-15,13.44,2063.25,2392.15,Credit Card,3
2023-06-13,19.91,2838.64,2911.74,Cash,3
2023-07-01,14.31,2167.52,2330.11,Credit Card,1
2023-06-10,3.64,886.56,935.4,Credit Card,4
2023-06-29,21.09,2980.86,3494.46,Credit Card,2
2023-06-30,22.83,3189.42,3885.63,Cash,4
2023-06-08,22.52,3152.64,3545.26,Mobile Payment,1
2023-06-05,24.06,3336.69,3813.4,Credit Card,3
2023-06-27,5.74,1138.64,1280.48,Credit Card,3
2023-06-04,6.1,1182.52,1283.18,Credit Card,1
2023-06-15,0.63,525.1,538.49,Credit Card,1
2023-06-29,2.46,744.95,811.82,Cash,4
2023-06-24,16.92,2480.63,2534.39,Cash,3
2023-06-24,18.89,2716.63,2826.12,Mobile Payment,4
2023-06-09,19.52,2792.61,2982.47,Cash,2
2023-06-25,8.38,1455.21,1741.1,Credit Card,4
2023-06-09,10.41,1699.31,1775.04,Mobile Payment,3
2023-06-03,6.63,1245.96,1275.83,Credit Card,4
2023-06-07,14.65,2208.57,2757.89,Mobile Payment,2
2023-06-08,19.08,2740.16,3102.7,Credit Card,3
2023-06-13,7.34,1330.52,1566.02,Credit Card,4
2023-06-29,2.63,765.55,767.58,Cash,3
2023-06-23,14.22,2156.62,2674.02,Cash,4
2023-06-01,7.93,1402.01,1426.51,Credit Card,4
2023-06-30,10.57,1718.08,1838.53,Cash,4
2023-06-14,24.92,3440.52,3451.04,Mobile Payment,3
2023-06-03,3.2,834.59,857.75,Cash,1
2023-06-27,0.9,557.95,662.99,Credit Card,3
2023-06-30,4.71,1015.32,1159.82,Cash,1
2023-06-21,15.48,2307.77,2852.08,Mobile Payment,4
2023-06-09,9.58,1599.77,1723.43,Mobile Payment,2
2023-06-22,20.84,2951.24,3679.17,Mobile Payment,1
2023-06-27,0.64,527.18,564.75,Cash,2
2023-06-27,0.85,551.79,681.7,Mobile Payment,4
2023-06-05,2.11,703.68,822.4,Credit Card,3
2023-06-23,5.71,1134.68,1413.87,Mobile Payment,4
2023-06-25,8.54,1474.23,1610.59,Credit Card,2
2023-06-08,7.43,1341.98,1354.25,Cash,3
2023-06-07,20.08,2859.32,3402.07,Mobile Payment,4
2023-06-19,1.98,687.53,807.84,Mobile Payment,1
2023-06-12,23.28,3243.14,3615.43,Cash,4
2023-06-06,21.35,3012.24,3322.92,Credit Card,3
2023-06-08,7.12,1304.22,1328.63,Cash,2
2023-06-08,5.76,1140.74,1374.69,Mobile Payment,2
2023-06-19,1.47,626.97,751.21,Cash,3
2023-06-02,3.16,829.02,861.01,Cash,2
2023-06-21,2.82,787.87,890.25,Cash,4
2023-06-24,0.66,529.74,552.4,Mobile Payment,1
2023-06-21,10.11,1662.8,1798.92,Cash,2
2023-06-22,17.96,2605.1,2718.97,Credit Card,4
2023-06-21,11.59,1840.91,2028.12,Credit Card,4
2023-06-05,13.25,2039.99,2533.54,Mobile Payment,2
2023-06-12,15.62,2324.91,2662.16,Cash,1
2023-06-18,3.67,890.81,1112.23,Cash,2
2023-06-15,1.6,642.27,733.78,Cash,1
2023-06-19,23.83,3309.13,3338.12,Mobile Payment,2
2023-06-06,19.12,2744.68,2821.06,Mobile Payment,1
2023-06-08,17.16,2509.78,2920.75,Credit Card,3
2023-06-14,18.08,2619.05,2692.88,Credit Card,2
2023-06-10,24.14,3346.85,3813.99,Cash,4
2023-06-14,6.43,1222.01,1439.4,Credit Card,4
2023-06-10,21.3,3005.96,3324.58,Cash,4
2023-06-29,14.39,2176.27,2235.62,Credit Card,3
2023-06-05,10.05,1656.49,2030.54,Mobile Payment,4
2023-06-11,12.97,2006.74,2228.82,Mobile Payment,2
2023-06-28,12.81,1987.23,2449.67,Credit Card,2
2023-06-03,14.37,2174.46,2404.05,Credit Card,4
2023-06-23,16.07,2378.36,2379.39,Cash,2
2023-06-17,19.23,2757.71,3347.84,Mobile Payment,3
2023-06-20,23.55,3275.71,4005.52,Cash,2
2023-06-12,22.08,3099.82,3378.78,Mobile Payment,2
2023-06-10,19.98,2847.7,3470.81,Mobile Payment,2
2023-06-27,13.65,2088.39,2542.53,Mobile Payment,2
2023-06-11,12.41,1939.72,2390.19,Credit Card,1
2023-06-15,21.43,3021.51,3461.99,Mobile Payment,2
2023-06-03,7.82,1388.46,1409.52,Cash,1
2023-06-06,1.79,664.42,767.61,Credit Card,4
2023-06-25,9.67,1610.39,1888.69,Credit Card,2
2023-06-04,12.49,1948.76,2026.91,Credit Card,2
2023-06-30,2.54,754.92,872.62,Credit Card,2
2023-06-29,22.85,3191.96,3579.59,Credit Card,3
2023-06-27,2.72,775.99,825.51,Credit Card,2
2023-06-11,4.09,940.24,1023.54,Cash,1
2023-06-27,24.34,3370.36,3996.85,Cash,3
2023-06-30,6.92,1279.93,1368.78,Cash,3
2023-06-08,4.88,1035.72,1207.1,Credit Card,4
2023-06-11,9.48,1587.47,1659.62,Mobile Payment,3
2023-06-04,12.43,1941.84,2184.62,Mobile Payment,1
2023-06-27,7.65,1368.09,1398.93,Mobile Payment,3
2023-06-19,10.63,1726.08,1887.71,Cash,2
2023-06-05,13.05,2016.15,2418.26,Cash,3
2023-06-29,13.95,2124.39,2654.96,Mobile Payment,3
2023-06-15,3.62,884.08,963.63,Cash,4
2023-06-25,18.1,2621.99,3077.26,Credit Card,2
2023-06-30,6.34,1211.26,1393.27,Credit Card,1
2023-06-09,0.88,555.59,688.59,Cash,2
2023-06-26,16.86,2473.43,2849.38,Mobile Payment,4
2023-06-10,2.89,796.3,821.2,Cash,4
2023-06-02,10.75,1740.27,1897.59,Cash,3
2023-06-29,18.07,2618.59,3051.4,Cash,1
2023-06-24,5.11,1063.66,1220.41,Credit Card,2
2023-06-09,24.73,3418.14,3681.8,Credit Card,1
2023-06-05,10.42,1699.98,1887.02,Mobile Payment,4
2023-06-05,20.53,2914.02,3561.88,Mobile Payment,1
2023-06-08,5.99,1169.24,1184.44,Credit Card,4
2023-06-11,19.75,2819.91,3490.89,Cash,4
2023-06-25,13.35,2051.65,2123.19,Mobile Payment,3
2023-06-14,23.38,3255.17,3945.24,Mobile Payment,3
2023-06-29,4.75,1019.79,1037.33,Mobile Payment,2
2023-06-23,2.27,722.96,841.98,Cash,1
2023-06-11,24.92,3439.94,3775.65,Cash,4
2023-06-23,13.39,2056.93,2458.93,Cash,3
2023-06-10,5.55,1115.91,1199.27,Mobile Payment,2
2023-06-29,4.04,935.3,1001.28,Mobile Payment,3
2023-06-09,17.46,2545.78,3119.78,Mobile Payment,2
2023-06-01,14.94,2242.26,2496.94,Credit Card,1
2023-06-26,18.25,2639.48,2822.68,Credit Card,2
2023-06-13,22.79,3185.03,3225.5,Mobile Payment,1
2023-06-23,5.36,1092.64,1162.45,Credit Card,2
2023-06-09,7.9,1397.71,1526.48,Credit Card,1
2023-06-07,8.62,1484.97,1662.55,Mobile Payment,3
2023-07-01,1.53,633.94,690.61,Credit Card,4
2023-06-26,2.7,774.16,907.41,Mobile Payment,4
2023-06-01,22.89,3197.35,3246.39,Credit Card,3
2023-06-10,1.83,669.67,711.81,Credit Card,3
2023-06-04,20.36,2893.0,3474.3,Cash,4
2023-06-16,13.81,2107.4,2190.87,Credit Card,3
2023-06-24,6.89,1276.89,1456.12,Credit Card,3
2023-06-01,20.55,2916.13,3522.25,Mobile Payment,3
2023-07-01,1.61,642.99,693.75,Credit Card,3
